Lower lip pit	HP:0000196
Cortical thickening of the fibula	None
Broad cortex of fibula	None
Thickened fibular cortex	None
Thickened cortices of fibula	None
Thickened cortex of the fibula	None
Fibularis muscle weakness	None
Peroneal muscle weakness	None
Toe syndactyly	None
Syndactyly of toes	None
Syndactyly of feet	None
Webbed toes	None
Fused toes	None
Foot syndactyly	None
Partial absence of finger	None
Bracket shaped end part of index finger	None
Bracket-epiphyses of index finger	None
Bracket epiphyses of the 2nd finger	None
Complete duplication of the proximal phalanx of the 2nd finger	None
Complete duplication of the proximal bone of the index finger	None
Hypoplastic calf muscles	None
Underdeveloped calf muscles	None
Calf muscle hypoplasia	None
Toe extensor amyotrophy	None
Abnormality of the 2nd long bone of foot	None
Abnormality of the second metatarsal bone	None
Postaxial polysyndactyly of foot	None
Short fourth metatarsals	None
Short fourth metatarsal	None
Bilateral fourth metatarsal shortening	None
Short 4th long bone of foot	None
Short fourth metatarsus	None
Undermodelled forearm bones	None
Intrinsic hand muscle atrophy	None
Triangular end part of the big toe bone	None
Triangular epiphyses of the hallux	None
Disproportionately short middle portion of limb	None
Mesomelic limb shortening	None
Mesomelic shortening of limbs	None
Symmetric mesomelic limb shortness	None
Mesomelia	None
Asymmetric limb muscle stiffness	None
Speckled calcifications in end part of the long bone of hand	None
Stippling of the epiphyses of the metacarpals	None
Epiphyseal stippling of the metacarpals	None
Fractured epiphysis of first metatarsal bone	None
bone epiphysis of first metatarsal bone	None
Curvature of middle finger	None
Clinodactyly of the 3rd finger	None
Small end part of the outermost bone of the pinky toe	None
Small end part of the outermost bone of the little toe	None
Small end part of the outermost bone of the pinkie toe	None
Small epiphysis of the distal phalanx of the 5th toe	None
Aplasia of the proximal phalanx of the 3rd toe	None
Absent innermost bone of the 3rd toe	None
Absent proximal phalanx of the 3rd toe	None
Stippling of the epiphyses of the 4th toe	None
Speckled calcifications in the end part of the 4th toe bone	None
Autonomic aura	None
Autonomic auras	None
Autonomic epileptic aura	None
Vegetative aura	None
Tectal enlargement	None
Quadrigeminal plate enlargement	None
Tectal plate enlargement	None
Perineural cyst	None
Tarlov cyst	None
Grade I preterm intraventricular haemorrhage	None
Grade I preterm intraventricular hemorrhage	None
Germinal matrix hemorrhage	None
Germinal matrix haemorrhage	None
Short sleep	None
Shortened sleep phase	None
Short rapid eye movement sleep	None
Short REM sleep	None
Personality changes	None
Personality change	None
Neonatal electrographic only seizure	None
Brain abscess	None
Abnormality of the cerebellar peduncle	None
Abnormal cerebellar peduncle morphology	None
Decrease in amygdala volume	None
Reduced amygdala volume	None
Illusions due to affect	None
Abnormal lower cranial nerve function	None
Lower cranial nerve dysfunction	None
Abnormal auditory evoked potentials	None
Abnormal brainstem auditory-evoked potentials	None
Abnormality of neuromuscular transmission	None
Abnormal synaptic transmission at the neuromuscular junction	None
Abnormality of cerebral artery	None
Abnormal cerebral artery morphology	None
Abnormality of the cerebral arteries	None
Abnormal cerebellar cortex morphology	None
Abnormal morphology of the cerebellar cortex	None
Pituitary carcinoma	None
Pituitary prolactinoma	None
Prolactinoma	None
Pituitary prolactin cell adenoma	None
Prolactin-secreting pituitary adenoma	None
Paralyzed diaphragm	None
Paralysed diaphragm	None
Diaphragmatic paralysis	None
Generalized-onset seizure	None
Primary generalised seizure	None
Generalised seizures	None
Generalized onset seizure	None
Generalised-onset seizure	None
Primary generalized seizure	None
Generalized-onset seizures	None
Generalised onset seizure	None
Generalized seizures	None
Abnormality of the eleventh cranial nerve	None
Abnormality of cranial nerve XI	None
Abnormality of the accessory nerve	None
Abnormal brain positron emission tomography	None
Abnormal brain PET scan	None
Truncal titubation	None
Increased CSF L-alloisoleucine concentration	None
L-alloisoleucine high in CSF	None
Decreased need for sleep	None
Protein craving	None
Fatigable weakness of neck muscles	None
Non-functional pituitary adenoma	None
Pituitary null cell adenoma	None
Silent pituitary adenoma	None
Clinically silent pituitary adenoma	None
Hormonally silent pituitary adenoma	None
Hypotonic seizure	None
Atonic seizures	None
Drop seizures	None
Astatic seizures	None
Sudden loss of muscle tone	None
Atonic seizure	None
Hypotonic seizures	None
Drop attacks	None
Astatic seizure	None
Social anxiety	None
Neoplasm of the pituitary gland	None
Reduced brain glutamate level by MRS	None
Palmar grasp reflex	None
Grasp reflex	None
Poor recognition of injustice	None
Focal T2 hypointense thalamic lesion	None
Gustatory agnosia	None
Grade IV foetal intracranial haemorrhage	None
Fetal intraventricular hemorrhage with periventricular hemorrhage	None
Grade IV fetal intracranial hemorrhage	None
Abnormal waking	None
Abnormal hypnopompia	None
Orofacial dyskinesias	None
Orofacial dyskinesia	None
Caudate degeneration	None
Caudate atrophy	None
Unilateral polymicrogyria	None
Amyloidosis of peripheral nerves	None
Aqueduct of Sylvius stenosis	None
Aqueduct stenosis	None
Narrowing of aqueduct of Sylvius	None
Aqueductal stenosis	None
Paranoia	None
Olfactory auras	None
Partial olfactory seizure	None
Focal olfactory seizure	None
Olfactory aura	None
Focal sensory seizure with olfactory features	None
Impaired executive functioning	None
Glomus vagale tumour	None
Vagal nerve tumors	None
Vagal nerve tumours	None
Glomus vagale paraganglioma	None
Glomus vagale tumor	None
Vagal paraganglioma	None
Spinal neurenteric cyst	None
Impaired neck-righting reflex	None
Focal aware verbal automatism seizure	None
CSF oligoclonal immunoglobulin G bands	None
Thinning of the substantia nigra pars compacta	None
Increased CSF/serum albumin ratio	None
Arm dystonia	None
Vermian agenesis	None
Agenesis of cerebellar vermis	None
Cerebellar vermis aplasia	None
Crossed asymmetry of flash visual evoked potentials	None
Asymmetrical distribution of flash visual evoked potentials	None
Amplified socialising	None
Amplification of social interactions	None
Increase in social interactions	None
Amplified socializing	None
Low-pitched voice	None
Low pitched voice	None
Abnormally low-pitched voice	None
Pallidal degeneration	None
Duodenal aganglionosis	None
Hypoglycorrhachia	None
Decreased CSF glucose	None
Low glucose levels in cerebral spinal fluid	None
Rapid neurologic deterioration	None
Anterior horn cell disease	None
Abnormality of the anterior horn cells	None
Abnormality of the anterior horn cell	None
Anomaly of the anterior horn cells	None
Abnormal anterior horn cell morphology	None
Meningomyelocele	None
Myelomeningocele	None
Spina bifida cystica	None
Truncal dystonia	None
Axial dystonia	None
Abnormal third cranial nerve morphology	None
Unhappy demeanour	None
Unhappy demeanor	None
Aprosencephaly	None
Multiple mucosal neuromas	None
EEG with focal epileptiform discharges	None
Focal EEG Abnormality	None
Postnatal deceleration of head circumference	None
Acquired microcephaly	None
Development of small head that was not present at birth	None
Secondary microcephaly	None
Microcephaly, acquired	None
Deceleration of head growth	None
Postnatal microcephaly	None
Microcephaly, postnatal	None
Progressive psychomotor deterioration	None
Progressive mental and motor deterioration	None
Photosensitive myoclonic seizure	None
Photically induced myoclonic seizure	None
Photomyoclonic seizure	None
Photomyoclonic seizures	None
Focal impaired awareness hemiclonic seizure	None
Focal inhibitory status epilepticus	None
Status epilepticus with ictal paresis	None
Focal cortical dysplasia	None
Prolonged MEPC	None
Prolonged MEPP	None
Prolonged miniature endplate potentials	None
Prolonged miniature endplate currents	None
Chiari type III malformation	None
Arnold-Chiari type III malformation	None
Anticipatory anxiety	None
Difficulty understanding humor	None
Spasticity of lower extremities	None
Spastic lower extremity	None
Spasticity in lower limbs	None
Spastic lower limbs	None
Lower extremity spasticity	None
Spastic lower extremities	None
Spasticity in lower extremity	None
Spasticity of lower extremity	None
Spasticity of lower limb	None
Spasticity of lower limbs	None
Lower limb spasticity	None
Spasticity in lower limb	None
Spasticity in lower extremities	None
Spastic lower limb	None
Lower extremities spasticity	None
Alzheimer disease	None
Late-onset form of familial Alzheimer disease	None
Hand clasping	None
Hand-wringing	None
Stereotypical hand wringing	None
Handwringing	None
Delayed sleep onset	None
Late sleep onset	None
Late chronotype	None
Cerebral cortex swollen achromatic neurons	None
Swollen achromatic neurons in the cerebral cortex	None
Cerebral cortex Pick cells	None
Aggression towards caregivers	None
Loud snoring	None
Heavy snoring	None
Has loud snoring	None
Have loud snoring	None
Snores loudly	None
Abnormal central sensory function	None
Abnormality of central sensory function	None
Facial expressions not directed to others	None
Occipital myelomeningocele	None
Abnormal speech rhythm	None
Focal cortical dysplasia type Ia	None
Visually-induced seizure	None
Photosensitive seizure	None
Event that disrupts sleep	None
Parasomnia	None
Retinal hemangioblastoma	None
Retinal capillary hemangioma	None
Diffuse white matter abnormalities	None
Central nervous system degeneration	None
CNS degeneration	None
Encephalopathy	None
ADHD	None
Childhood attention deficit/hyperactivity disorder	None
Attention deficit	None
Attention deficit-hyperactivity disorder	None
Attention deficits	None
Attention deficit disorder	None
Attention deficit hyperactivity disorder	None
Coma	None
Unconsciousness	None
Stupor	None
Trance	None
Persistent vegetative state	None
Small superior frontal cortex	None
Benzodiazepine dependence	None
Addictive benzodiazepine use	None
EEG with generalised epileptiform discharges	None
EEG with generalized epileptiform discharges	None
Abnormal gyration	None
Gyral disorganization	None
Gyral disorganisation	None
Cerebral gyral anomalies	None
Abnormal cortical gyration	None
Abnormal posturing	None
Abnormal preoccupation	None
Paragangliomas, head and neck	None
Paraganglioma of head and neck	None
Abnormality of pineal physiology	None
Pareidolia	None
Cannabis addiction	None
Addictive marijuana use	None
Marijuana addiction	None
Addictive cannabis use	None
Neuronal loss in the cerebral cortex	None
Intracranial epidermoid cyst	None
Acute demyelinating polyneuropathy	None
Progressive spastic paraplegia	None
Abnormal sudomotor regulation	None
Sudomotor sympathetic dysfunction	None
Abnormal brainstem morphology	None
Abnormality of the brainstem	None
Abnormality of brainstem morphology	None
Abnormal shape of brainstem	None
Elevated CSF 3,4-dihydroxyphenylalanine concentration	None
Elevated CSF DOPA concentration	None
Lipomeningocele	None
Cerebellar cysts	None
Cerebellar cyst	None
Villous hypertrophy of choroid plexus	None
Choroid plexus hypertrophy	None
Diffuse villous hypertrophy of choroid plexus	None
Abnormal interest	None
Focal aware emotional seizure	None
Lateral ventricle dilatation	None
Dilation of lateral ventricles	None
Enlarged lateral ventricles	None
Dilatation of lateral cerebral ventricles	None
Motor neuron atrophy	None
Motor neuron degeneration	None
Uni- and bilateral multifocal epileptiform discharges	None
Migraine with aura	None
Prolonged NREM sleep	None
Decreased reflexes	None
Hyporeflexia	None
Decreased reflex response	None
Abnormality of lingual nerve	None
Abnormal lingual nerve morphology	None
Abnormal diffusion weighted cerebral MRI morphology	None
Diffusion weighted magnetic resonance imaging (DWI) abnormality	None
Diffusion weighted imaging (DWI) abnormality	None
MRI diffusion abnormality of the cerebrum	None
Delayed walking	None
Delayed ability to walk	None
Abnormal brainstem white matter morphology	None
Abnormality of the brainstem white matter	None
Brachial plexus neuropathy	None
Increase in comfort with casual physical contact	None
Amplification of comfort with casual physical contact	None
State of indifference	None
Lack of feeling, emotion, interest, motivation, initiation	None
Apathy	None
Lack of feeling, emotion, interest	None
Partial seizure with loss of awareness	None
Complex partial seizures	None
Focal seizures with impairment of consciousness or awareness	None
Localized seizure with loss of awareness	None
Complex partial seizure	None
Complex focal seizures	None
Focal dyscognitive seizure	None
Partial seizure with impairment of awareness	None
Partial dyscognitive seizure	None
Focal impaired awareness seizure	None
Localized dyscognitive seizure	None
Localised dyscognitive seizure	None
Focal seizure with loss of awareness	None
Focal seizure with impairment of awareness	None
Focal impaired awareness seizures	None
Localised seizure with impaired awareness	None
Localised seizure with loss of awareness	None
Localized seizure with impaired awareness	None
Dyscognitive seizures	None
Large basal ganglia	None
Diffuse swelling of cerebral white matter	None
Syrinx	None
Fluid-filled cyst in spinal cord	None
Syringomyelia	None
Focal cognitive seizure	None
Cognitive aura	None
Partial cognitive seizure	None
Cognitive seizure	None
Aggressiveness	None
physical aggression	None
Aggression	None
Aggressive behavior	None
Decreased CSF creatinine concentration	None
Checking behaviours	None
Checking behaviors	None
Excessive checking	None
Neologism	None
Increase in astrocyte number	None
Astrocytosis	None
Hyporeflexia of lower limbs	None
Hyporeflexia, lower limbs	None
Hyporeflexia of the lower limbs	None
Hyporeflexia in lower limbs	None
Hyporeflexia/areflexia in lower limbs	None
Fatigable weakness of skeletal muscles	None
Focal aware autonomic seizure with urge to urinate/defecate	None
Choking episodes	None
Parkinsonian disease	None
Parkinsonism	None
Increased startle response	None
Hyperekplexia	None
Exaggerated startle response	None
Exaggerated acoustic startle response	None
Temporal lobe megalencephaly	None
Froment sign	None
Froment thumb sign	None
Retrospective delusion	None
Delusional memory	None
EEG with generalized slow activity	None
EEG: generalised slow activity	None
EEG: generalized slow activity	None
EEG with generalised slow activity	None
Meningeal calcification	None
Ocular motor apraxia	None
Oculomotor apraxia	None
Defective or absent horizontal voluntary eye movements	None
EEG with central sharp waves	None
Self-neglect	None
Focal impaired awareness emotional seizure with fear/anxiety/panic	None
Focal aware sensory seizure with auditory features	None
Abnormal leucine levels in cerebrospinal fluid	None
Abnormal CSF leucine concentration	None
Corticospinal tract pallor	None
Acute necrotizing encephalopathy	None
Abnormal amyloid beta peptide CSF concentration	None
Focal aware cognitive seizure with left-right confusion	None
Midline brainstem cleft	None
Brain copper accumulation	None
Copper accumulation in brain	None
Degenerative enteric neuropathy	None
Enteric neuronal degeneration	None
Carotid body tumors	None
Paragangliomas	None
Paraganglioma	None
Carotid body tumours	None
Delusional misidentification	None
Subcortical U fiber lesion	None
Subcortical U fiber involvement	None
Neuronal intranuclear inclusion bodies	None
Ischemic stroke	None
Ischaemic stroke	None
Unaware of others' emotions	None
Alexithymia	None
Progressive choreoathetosis	None
Febrile status epilepticus	None
Fever-induced status epilepticus	None
Reflex seizure	None
Melanin reduced in substantia nigra	None
Substantia nigra dopaminergic neuron loss	None
Periodic hypokalemic paresis	None
Hypokalemic periodic paresis	None
Cerebral granulomatosis	None
Abnormality of the autonomic nervous system	None
Optic atrophy from cranial nerve compression	None
Spasmodic torticollis	None
Loxia	None
Torticollis	None
Wry neck	None
Cervical dystonia	None
Hypocalcemic tetany	None
EEG with occipital focal spikes	None
Impaired two-point discrimination	None
Erratic myoclonus	None
Fragmentary myoclonus	None
Aganglionosis of the small intestine	None
Somatic bodily hallucination	None
Hallucination of bodily sensation	None
Somatic hallucination	None
Long-segment aganglionic megacolon	None
Unfavorable response of muscle weakness to acetylcholine esterase inhibitors	None
Unfavourable response of muscle weakness to acetylcholine esterase inhibitors	None
Fungal meningitis	None
Recurrent maladaptive behavior	None
Abnormal rituals	None
Focal motor impaired awareness seizure with dysarthria/anarthria	None
Focal impaired awareness motor seizure with dysarthria/anarthria	None
Amygdala microinfarct	None
Abnormal semantics	None
Abnormal umbilical stump bleeding	None
Increased level of anti-food allergen IgE antibody	None
Increased anti-food allergen IgE antibody level	None
Lipogranulomatosis	None
Increased circulating IgG1 level	None
Partial absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	None
Transient decrease in blood erythrocyte number	None
Transient erythroblastopenia	None
Defective B cell differentiation	None
Waldenstrom macroglobulinemia	None
Monoclonal immunoglobulin M proteinemia	None
Abnormality of B cells	None
Abnormal B cell morphology	None
Abnormal B cells	None
Decreased mean corpuscular hemoglobin concentration	None
Decreased mean corpuscular haemoglobin	None
Decreased MCH	None
Decreased mean corpuscular Hb concentration	None
Decreased mean corpuscular haemoglobin concentration	None
Decreased MCHC	None
Decreased specific antibody response to vaccination	None
Absence of CD8-positive T cells	None
Absence of CD8+ T cells	None
Increased proportion of CD8-positive, alpha-beta TEMRA T cells	None
Increased proportion of effector memory CD8-positive, alpha-beta T cells, terminally differentiated	None
Oval macrocytosis	None
Anemia of inadequate production	None
Dyserythropoietic anaemia	None
Anaemia of inadequate production	None
Anemia, dyserythropoietic	None
Ineffective erythropoiesis	None
Defective erythropoiesis	None
Dyserythropoietic anemia	None
Gingival hemorrhage	None
Gingivorrhagia	None
Gingival haemorrhage	None
Gingival bleeding	None
Bleeding gums	None
Abnormal red blood cell count	None
Abnormal RBC count	None
Increased anti-insect IgE antibody level	None
Elevated red cell pyruvate kinase activity	None
Bone marrow: vacuolated lymphocytes	None
Bone marrow vacuolated lymphocytes	None
Increased proportion of marginal zone B cells	None
Decreased immunoglobulin G	None
Decreased circulating IgG concentration	None
Decreased IgG level in blood	None
IgG deficiency	None
Decreased circulating IgG level	None
Decreased gamma-globin expression	None
Reduced IgG levels	None
Decreased serum IgG	None
Decreased IgG level	None
Elevated proportion of naive CD8 T cells	None
Increased proportion of naive CD8 T cells	None
Elevated proportion of naive thymus-derived CD8-positive, alpha-beta T cells	None
Malignant eosinophil proliferation	None
Erythrocytosis	None
Abnormally shaped erythrocytes	None
Polyglobulia	None
Increased red blood cells	None
Polycythemia	None
Decreased platelet glycoprotein Ib	None
Impaired thrombin-induced platelet aggregation	None
Prolonged clotting time	None
Prolonged whole-blood clotting time	None
Increased circulating IgG2 level	None
Increased circulating immature neutrophil count	None
Follicular lymphoma	None
Compensated hemolytic anemia	None
Compensated hemolytic anaemia	None
Left shift	None
Increased circulating band cell count	None
Increased circulating band form neutrophils	None
Reduced proportion of CD4+ effector memory T cells	None
Decreased proportion of CD4-positive effector memory T cells	None
Decreased proportion of effector memory CD4-positive, alpha-beta T cells	None
Decreased proportion of CD4+ effector memory T cells	None
Plasmocytoma	None
Kahler's disease	None
Multiple myeloma	None
Non-caseating epithelioid cell granulomatosis	None
Increased lymphocyte apoptosis	None
Decreased proportion of CD4+CD25+ regulatory T cells	None
Decreased proportion of CD4+CD25+ Treg cells	None
Reduced proportion of CD4+CD25+ regulatory T cells	None
Abnormal leukocyte physiology	None
Acute promyelocytic leukaemia	None
Acute promyelocytic leukemia	None
Giant platelets	None
Chronic partially decreased circulating IgG3	None
Chronic partially decreased IgG3 in blood	None
Nonspherocytic hemolytic anemia	None
Nonspherocytic hemolytic anaemia	None
Spherocytosis	None
Reduced erythrocyte glutathione concentration	None
Refractory anemia	None
Refractory anaemia	None
Abnormal monocyte count	None
Abnormal monocyte number	None
Erythroid hypoplasia in the bone marrow	None
Erythroid hypoplasia	None
Erythroblastopenia	None
Abnormal circulating IgM concentration	None
Abnormal IgM level in blood	None
Abnormal circulating IgM level	None
Decreased proportion of unswitched memory B cells	None
Reduced proportion of unswitched memory B cells	None
Decreased proportion of non-class-switched memory B cells	None
Thiamine-responsive megaloblastic anemia	None
Thiamine-responsive megaloblastic anaemia	None
Agammaglobulinemia	None
Agammaglobulinaemia	None
Large platelets	None
Increased mean platelet volume	None
Abnormal basophil count	None
Absence of intermediate von Willebrand factor multimers	None
Abnormal dense granules	None
Bleeding within the skull	None
Intracranial hemorrhage	None
Intracranial haemorrhage	None
Increased anti-nut food product IgE antibody level	None
Heparin-induced thrombocytopenia	None
Abnormal lymphocyte apoptosis	None
Chronic neutropenia	None
Subcutaneous arteriolar thrombosis	None
Prolonged bleeding after minor trauma	None
Excessive bleeding after minor trauma	None
Frequent bleeding with trauma	None
Persistent bleeding after trauma	None
Chronic decreased IgG2 in blood	None
Chronic decreased circulating IgG2	None
Abnormal platelet dense granule secretion	None
Elevated bone marrow ring sideroblast count	None
Refractory sideroblastic anaemia	None
Neutrophil inclusion bodies	None
Reduced CD95-induced lymphocyte apoptosis	None
Bleeding post-delivery	None
Post-partum hemorrhage	None
Neutropoenia	None
Low blood neutrophil count	None
Neutropenia	None
Low neutrophil count	None
Peripheral neutropenia	None
Abnormality of basophils	None
Abnormal basophil morphology	None
Increased megakaryocyte colony forming unit count	None
Chronic decreased IgM in blood	None
Chronic decreased circulating IgD	None
Abnormal erythrocyte adenosine triphosphate concentration	None
Bone marrow failure	None
Bone marrow hypoplasia	None
Bone marrow hypocellularity	None
Myeloid hypoplasia	None
Hypoplastic bone marrow	None
Reduced lymphocyte proliferation to mitogen	None
Decreased lymphocyte proliferation in response to mitogen	None
Decreased uridine diphosphate glucose-4-epimerase level in red blood cells	None
Decreased UDP-glucose 4-epimerase level in RBCs	None
Decreased erythrocyte UDP glucose-4-epimerase concentration	None
Decreased UDP-glucose 4-epimerase level in red blood cells	None
Decreased erythrocyte uridine diphosphate glucose-4-epimerase concentration	None
Diffuse alveolar hemorrhage	None
Diffuse alveolar haemorrhage	None
Abnormal IgG level in blood	None
Abnormal circulating IgG concentration	None
Abnormal circulating IgG level	None
Increased neutrophil ribosomes	None
Cryofibrinogenemia	None
Absent platelet dense granules	None
Absent platelet dense bodies	None
Increased mean corpuscular haemoglobin concentration	None
Increased MCHC	None
Increased mean corpuscular hemoglobin concentration	None
Increased MCH	None
Increased mean corpuscular Hb concentration	None
Increased mean corpuscular haemoglobin	None
Septic emboli	None
Septic embolism	None
Dysplastic granulopoesis	None
Elevated erythrocyte galactose-1-phosphate concentration	None
Abnormal Hct	None
Abnormal hematocrit	None
Anomaly of the bone marrow cells	None
Abnormal bone marrow cell morphology	None
Bone marrow disease	None
Abnormality of bone marrow cell morphology	None
Reduced erythrocyte galactose-1-phosphate uridylyltransferase activity	None
Decreased proportion of CD8-positive, alpha-beta memory T cells	None
Distorted red blood cells resembling keratocytes	None
Red blood cell keratocytosis	None
RBC keratocytosis	None
Reduced protein S activity	None
Protein S deficiency	None
Abnormal partial thromboplastin time	None
Delayed thromboplastin generation	None
Partial thromboplastin time prolonged	None
Prolonged partial thromboplastin time	None
Prolonged PTT	None
Prolonged activated partial thromboplastin time	None
Prolonged euglobulin clot lysis time	None
Reduced bone-marrow megakaryocyte size	None
Increased proportion of immature gamma-delta T-lymphocytes	None
Increased proportion of immature gamma-delta T-cells	None
Increased proportion of immature gamma-delat T lymphocytes	None
Increased proportion of immature gamma-delta T cells	None
Elevated proportion of immature gamma-delta T cells	None
Decreased proportion of CD19+CD27+IgD- cells	None
Decreased proportion of class-switched memory B cells	None
Monoclonal elevation of circulating IgA	None
T-cell lymphoma/leukemia	None
Abnormality of thrombocytes	None
Thrombasthenia	None
Platelet abnormalities	None
Blood platelet disease	None
Vaginal bleeding during sex	None
Plasma factor V elevated	None
Elevated factor V activity	None
Elevated coagulation factor V activity	None
Defective platelet aggregation	None
Impaired platelet aggregation	None
Deficient platelet aggregation	None
Platelet aggregation defect	None
Abnormal platelet granules	None
Reduced proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells	None
Increased level of anti-dander IgE antibody	None
Increased anti-animal dander IgE antibody level	None
Delayed onset bleeding	None
erythrocyte stomatocytes	None
Red cell stomatocytosis	None
Stomatocytosis	None
Increased proportion of CD25+ mast cells	None
Persistence of hemoglobin F	None
Increased hemoglobin F	None
Persistence of HbF	None
Increased haemoglobin F	None
Persistence of haemoglobin F	None
Increased Hct	None
Increased hematocrit	None
Abnormal immunoglobulin level in body fluid	None
Normochromic anemia	None
Normochromic anaemia	None
Abnormal proportion of immature gamma-delta T-lymphocytes	None
Abnormal proportion of immature gamma-delta T-cells	None
Abnormal proportion of immature gamma-delta T lymphocytes	None
Abnormal proportion of immature gamma-delta T cells	None
Reticulocytopenia	None
Anemia due to reduced life span of red cells	None
Anaemia due to reduced life span of red cells	None
Abnormal dense granule content	None
Increased number of CD4-/CD8- T cells expressing alpha/beta T-cell receptors	None
Elevated proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells	None
Muscle haemorrhage	None
Muscle hemorrhage	None
Intramuscular haemorrhage	None
Intramuscular hemorrhage	None
Large vacuolated foam cells ('NP cells') on bone marrow biopsy	None
Bone marrow foam cells	None
Bone-marrow foam cells	None
Large vacuolated foam cells on bone marrow biopsy	None
Lymphoid hyperplasia	None
Abnormal granulocyte count	None
Reduced factor IX activity	None
Low factor IX activity	None
Abnormal plasma cell count	None
Whole-immunoglobulin paraproteinemia	None
Decreased IgG subclass level in blood	None
Decreased circulating IgG subclass level	None
Decreased circulating IgG subclass concentration	None
Refractory macrocytic anemia	None
Refractory macrocytic anaemia	None
Chronic myeloid leukaemia	None
Chronic myelogenous leukemia	None
Chronic myelogenous leukaemia	None
Chronic myelocytic leukemia	None
Chronic myelocytic leukaemia	None
Chronic myeloid leukemia	None
Eosinophil nuclear hypersegmentation	None
Peripheral blood clot	None
Peripheral thrombosis	None
Poor CD25 upregulation upon TCR activation	None
Reduced IL2RA upregulation upon TCR activation	None
Decreased CD25 upregulation upon TCR activation	None
Double-nucleated erythroblast	None
Bone marrow: multinucleated erythroblasts	None
Binucleated erythroblast	None
Multinucleated erythroblast	None
Multinucleate erythroblast	None
Elevated erythrocyte inosine triphosphate concentration	None
Abnormal proerythroblast morphology	None
Abnormal platelet ATP dense granule secretion	None
Reduced erythrocyte hexokinase activity	None
Abnormal platelet function	None
Impaired phorbol myristate acetate-induced platelet aggregation	None
Thromboembolic stroke	None
Total absence von Willebrand factor multimers	None
Post-transfusion thrombocytopenia	None
Post-transfusion purpura	None
Acute megakaryocytic leukaemia	None
Acute megakaryocytic leukemia	None
AMegL	None
Elevated circulating D-dimer concentration	None
Elevated D-dimers	None
Elevated fibrin degradation fragment concentration	None
Elevated glycosylated hemoglobin	None
Elevated glycosylated haemoglobin	None
Elevated HbA1c	None
Elevated glycated hemoglobin	None
Elevated hemoglobin A1c	None
Increased HbA1c levels	None
Elevated haemoglobin A1c	None
Elevated glycated haemoglobin	None
Abnormal number of erythroid precursors	None
Cold-induced hemolysis	None
Reduced prothrombin antigen	None
Abnormal proportion of CD4-positive, alpha-beta memory T cells	None
Impaired neutrophil bactericidal activity	None
Reduced erythrocyte uroporphyrinogen III cosynthase activity	None
Increased immunoglobulin level in body fluid	None
Abnormal proportion of CD4+ effector memory cells	None
Abnormal proportion of CD4-positive effector memory cells	None
Abnormal proportion of effector memory CD4-positive, alpha-beta T cells	None
Impaired Ig class switch recombination	None
Impaired B-lymphocyte isotype switching	None
Linear retina heme	None
Flame-shaped retinal haemorrhage	None
Feathered retinal heme	None
Flame-shaped retinal hemorrhage	None
Heinz body anaemia	None
Heinz body anemia	None
Abnormality of the extrinsic pathway	None
Ph-positive acute lymphoblastic leukaemia	None
Philadelphia-positive acute lymphoblastic leukemia	None
Ph-positive acute lymphoblastic leukemia	None
Philadelphia-positive acute lymphoblastic leukaemia	None
Small intestinal bleeding	None
Small intestinal haemorrhage	None
Small intestinal hemorrhage	None
Bone marrow eosinophilia	None
Eosinophils increased in bone marrow	None
Anaplastic large-cell lymphoma	None
Phlebolith	None
Decreased proportion of transitional B cells	None
Decreased proportion of CD19+CD38+IgM+ cells	None
Increased red cell osmotic resistance	None
Decreased level of tPA	None
Decreased level of tissue plasminogen activator	None
Mastocytosis	None
Prolonged bleeding following circumcision	None
Abnormal IgE level in blood	None
Abnormal circulating IgE level	None
Abnormal circulating IgE concentration	None
Decreased platelet thromboxane A2 receptor	None
Hypochromic microcytic anemia	None
Hypochromic, microcytic anaemia	None
Hypochromic, microcytic anemia	None
Hypochromic microcytic anaemia	None
Transient decreased IgG2 in blood	None
Transient decreased circulating IgG2	None
Transient hypogammaglobulinemia of infancy	None
Newborn gammaglobulin deficiency	None
Exercise-induced hemolysis	None
Hyperchromic macrocytic anaemia	None
Hyperchromic macrocytic anemia	None
Abnormality of neutrophil physiology	None
Decreased total IgA in blood	None
Decreased circulating total IgA	None
Total immunoglobulin A deficiency	None
Anisopoikilocytosis	None
Abnormal platelet aggregation	None
Lymph-node hemophagocytosis	None
Immune thrombocytopenia	None
Idiopathic thrombocytopenic purpura	None
Autoimmune thrombocytopenia	None
Idiopathic thrombocytopenia	None
Blood clot in cerebral vein	None
Cerebral venous thrombosis	None
Cerebral thrombosis	None
Cerebral vein thrombosis	None
IgM heavy chain paraproteinemia	None
Decreased specific antibody response to protein-conjugated polysaccharide vaccine	None
Reduced erythrocyte porphobilinogen deaminase activity	None
Abnormal serum level of immunoglobulin	None
Abnormal immunoglobulin concentration	None
Abnormal circulating immunoglobulin concentration	None
Abnormal serum immunoglobulin levels	None
Immunoglobulin abnormality	None
Abnormal immunoglobulin level	None
Abnormal serum immunoglobulin concentration	None
Subretinal hemorrhage	None
Subretinal heme	None
Subretinal haemorrhage	None
Subdural haematoma	None
Subdural hematoma	None
Subdural haemorrhage	None
