Inguinal hernia	HP:0000023
Abnormality of circulating adrenocorticotropic hormone level	None
Abnormal circulating adrenocorticotropin concentration	None
Abnormality of circulating ACTH level	None
Abnormality of circulating adrenocorticotropin level	None
Abnormality of circulating corticotropin level	None
Abnormal circulating calcitonin concentration	None
Early onset of puberty in males	None
Precocious puberty in males	None
Male precocious puberty	None
Ectopic posterior pituitary	None
Ectopic posterior pituitary lobe	None
Ectopic neurohypophysis	None
Decreased serum estradiol	None
Retroperitoneal chemodectoma	None
Retroperitoneal paraganglioma	None
Nonmedullary thyroid carcinoma	None
Thyroid cancer, nonmedullary	None
Non-medullary thyroid carcinoma	None
Increased plasma AMH	None
Increased antimullerian hormone level	None
Increased circulating antimullerian hormone concentration	None
Thyroid macrofollicular adenoma	None
Parathyroid disease	None
Abnormality of the parathyroid gland	None
Increased thyroid-stimulating hormone level	None
Increased serum thyroid-stimulating hormone	None
High TSH	None
Increased thyrotropin level	None
Thyroid-stimulating hormone excess	None
Elevated thyroid stimulating hormone	None
TSH excess	None
Elevated thyroid stimulating hormone levels	None
Elevated circulating thyroid-stimulating hormone concentration	None
Increased thyroid-stimulating hormone	None
Elevated circulating 17-hydroxyprogesterone concentration	None
Elevated circulating 17-hydroxyprogesterone	None
Elevated circulating 17-OHP	None
Abnormality of thyroid morphology	None
Abnormal thyroid morphology	None
Abnormal shape of thyroid gland	None
Absent TSH response to thyrotrophin-releasing hormone stimulation test	None
Resistance to thyroid hormone	None
Thyroid hormone receptor defect	None
Impaired sensitivity to thyroid hormone	None
Elevated serum levels of free thyroid hormone with nonsuppressed TSH	None
End-organ unresponsiveness to thyroid hormone	None
Thyroid hormone resistance	None
Decreased circulating dehydroepiandrosterone-sulfate concentration	None
Decreased circulating dehydroepiandrosterone-sulfate level	None
Macroprolactinoma	None
Elevated plasma aldosterone	None
Increased circulating aldosterone concentration	None
Mineralocorticoid excess	None
Increased aldosterone production	None
Increased aldosterone	None
Hyperaldosteronism	None
Delayed adrenarche	None
Pseudohypoaldosteronism	None
Puberty and gonadal disorders	None
Abnormal circulating gonadotropin level	None
Abnormal circulating gonadotropin concentration	None
Ectopic thyroid	None
Heteropic thyroid gland	None
Aberrant thyroid	None
Aberrant thyroid gland	None
Abnormal thyroid location	None
Ectopic thyroid gland	None
Fibroblast growth factor 23 hormone low in blood	None
Reduced circulating fibroblast growth factor 23 concentration	None
Hypoinsulinemia	None
Abnormal T3/T4 ratio	None
ACTH-independent hypercortisolemia	None
Primary hypercortisolism	None
Thyroglossal cyst	None
Thyroglossal duct cyst	None
Central hypothyroidism	None
Precocious puberty	None
Early onset of puberty	None
Early puberty	None
Endocrine system disease	None
Abnormality of the endocrine system	None
Increased serum oestradiol	None
Increased serum estradiol	None
Increased estradiol level	None
Thyroid goitre	None
Enlarged thyroid gland in neck	None
Goitre	None
Thyroid goiter	None
Goiter	None
Impaired cortisol response to insulin stimulation test	None
Carcinoid tumour	None
Carcinoid tumor	None
Carcinoid	None
Carcinoid tumours	None
Carcinoid tumors	None
Abnormality of the pancreatic islet cells	None
Neoplasm of the adrenal cortex	None
Cortical adrenal neoplasia	None
Reduced T4 plasma level	None
Decreased circulating thyroxine level	None
Decreased circulating T4 level	None
Decreased circulating T4 concentration	None
Increased urinary 11-deoxytetrahydrocorticosterone level	None
Decreased circulating 17-hydroxyprogesterone concentration	None
CRHR defect	None
Corticotropin-releasing hormone receptor defect	None
Corticotropin-releasing hormone receptor (CRHR) resistance	None
Decreased circulating antimullerian hormone circulation	None
Anti-Mullerian hormone low	None
Decreased plasma AMH	None
Decreased antimullerian hormone level	None
Growth hormone excess	None
Somatotropin excess	None
Elevated circulating somatotropin concentration	None
Elevated circulating growth hormone concentration	None
Low serum testosterone levels	None
Decreased testosterone	None
Decreased serum testosterone level	None
Decreased serum testosterone concentration	None
Decreased serum testosterone levels	None
Low serum testosterone level	None
Adrenal neoplasia	None
Neoplasm of the adrenal gland	None
Congenital goiter	None
Congenital goitre	None
Pubertal developmental failure in females	None
Graves disease	None
Morbus Basedow	None
Abnormal estrogen level	None
Abnormal circulating estrogen level	None
Abnormal oestrogen level	None
Abnormal glucagon level	None
Chemodectoma	None
Chemodectomas	None
Carotid body tumors	None
Paragangliomas	None
Paraganglioma	None
Carotid body tumours	None
disorder of pituitary gland	None
Abnormality of the pituitary gland	None
Abnormal pituitary gland morphology	None
Decreased T3/T4 ratio	None
Hyperparathyroidism	None
Elevated blood parathyroid hormone level	None
Abnormal circulating luteinizing hormone concentration	None
Abnormal luteinizing hormone level	None
Increased circulating lutropin	None
Abnormal circulating luteinizing hormone level	None
Hyperprolactinaemia	None
Hyperprolactinemia	None
Increased circulating prolactin concentration	None
Prolactin excess	None
Type 1 diabetes	None
Juvenile diabetes mellitus	None
Type I diabetes mellitus	None
Insulin-dependent diabetes mellitus	None
Diabetes mellitus Type I	None
Type I diabetes	None
Pheochromocytoma, extraadrenal	None
Extraadrenal pheochromocytoma	None
Abnormality of renin-angiotensin system	None
Abnormality of the renin-aldosterone axis	None
Reduce response to GnRH stimulation test	None
Reduced response to gonadotropin-releasing hormone stimulation test	None
Abnormal circulating pregnenolone concentration	None
Abnormality of circulating pregnenolone level	None
Neoplasm of the anterior pituitary	None
Neoplasm of the pars anterior	None
Neoplasm of the adenohypophysis	None
Adrenal overactivity	None
Increased circulating gonadotropin level	None
Elevated serum gonadotropins	None
Elevated gonadotropins	None
Gonadotropin excess	None
Underdeveloped parathyroid glands	None
Parathyroid hypoplasia	None
Small parathyroid glands	None
Enlarged pituitary gland	None
Abnormal pituitary stalk morphology	None
Decreased circulating free T4 concentration	None
Decreased circulating free T4 level	None
Abnormal circulating T4 concentration	None
Abnormal circulating thyroxine level	None
Abnormal circulating T4 level	None
Impaired cortisol response to corticotropin releasing hormone stimulation test	None
Decreased circulating androstenedione concentration	None
Decreased serum leptin	None
Reduced circulating leptin level	None
Aplasia of the pituitary gland	None
Absent pituitary gland	None
Anterior pituitary agenesis	None
Thyrotoxicosis with toxic multinodular goitre	None
Thyrotoxicosis with toxic multinodular goiter	None
Adrenocortical cytomegaly	None
Multiple pancreatic beta-cell adenomas	None
Diffuse pancreatic islet hyperplasia	None
Transient neonatal diabetes mellitus	None
Thyroid microfollicular adenoma	None
Reduced radioactive iodine uptake	None
Increased circulating dehydroepiandrosterone-sulfate concentration	None
Secretory adrenocortical adenoma	None
Secretory adrenal adenoma	None
Abnormality of adrenal physiology	None
Thyrotoxicosis with toxic single thyroid nodule	None
Decreased circulating luteinizing hormone level	None
Decreased circulating luteinising hormone level	None
Noncancerous tumor in pituitary gland	None
Noncancerous tumour in pituitary gland	None
Pituitary adenoma	None
Pituitary gland adenoma	None
Adrenal insufficiency	None
Hypoadrenalism	None
Abnormality of endocrine pancreas physiology	None
Erythropoietin low in blood	None
Reduced circulating erythropoietin concentration	None
Isosexual precocious puberty	None
Neoplasm of the neurohypophysis	None
Neoplasm of the posterior pituitary	None
Elevated circulating catecholamine level	None
Abnormal pineal volume	None
Hyperandrogenemia	None
Increased circulating androgen level	None
Increased circulating androgen concentration	None
Lingual thyroid	None
Abnormal circulating free T4 level	None
Abnormal circulating free thyroxine level	None
Abnormal circulating free T4 concentration	None
Pituitary blastoma	None
Abnormal circulating androstenedione concentration	None
Pancreatic islet cell adenoma	None
Increased serum androstenedione	None
Increased circulating androstenedione concentration	None
Glomus vagale tumour	None
Vagal nerve tumors	None
Vagal nerve tumours	None
Glomus vagale paraganglioma	None
Glomus vagale tumor	None
Vagal paraganglioma	None
Adrenal cortical sclerosis	None
Islet of Langerhans hyperplasia	None
Pancreatic islet-cell hypertrophy	None
Hypertrophic pancreatic islets	None
Pancreatic islet-cell hyperplasia	None
Hyperplastic islets of langerhans	None
Islets of langerhans hypertrophy	None
Neoplasm of the adrenal medulla	None
Medullar adrenal neoplasia	None
Thymic carcinoid tumor	None
Abnormal endocrine morphology	None
Abnormal circulating sex steroid concentration	None
Abnormal circulating sex hormone concentration	None
Abnormal circulating gonadocorticoid concentration	None
Abnormal circulating gonadal steroid concentration	None
Adrenocortical abnormality	None
Abnormal circulating hormone level	None
Abnormal circulating hormone concentration	None
Abnormality of circulating hormone level	None
Adrenogenital syndrome	None
TSHR defect	None
Thyroid-stimulating hormone receptor defect	None
Impaired sensitivity to thyroid stimulating hormone	None
Increased circulating free T4 concentration	None
Increased circulating free T4 level	None
Elevated serum IGF1	None
Increased serum insulin-like growth factor 1	None
Increased serum IGF1	None
Increased circulating insulin-like growth factor 1 concentration	None
Neonatal insulin-dependent diabetes mellitus	None
Abnormal response to human chorionic gonadotrophin stimulation test	None
Abnormal response to hCG stimulation test	None
Abnormal serum estriol	None
Elevated circulating reverse T3 concentration	None
Elevated circulating reverse triiodothyronine concentration	None
Elevated rT3	None
Thyroid papillary carcinoma	None
Papillary thyroid carcinoma	None
Papillary carcinoma of thyroid	None
Thyroid defect in oxidation and organification of iodide	None
Decreased circulating androgen concentration	None
Decreased circulating androgen level	None
Athyroidal hypothyroidism	None
Thyroid agenesis	None
Absence of secondary sex characteristics	None
No secondary sexual characteristics at puberty	None
Abnormality of the parathyroid morphology	None
Abnormal parathyroid morphology	None
Abnormal circulating thyrotropin concentration	None
Abnormal thyroid-stimulating hormone level	None
Abnormal TSH level	None
Abnormal thyrotropin level	None
Elevated circulating insulin:C-peptide ratio	None
Thyrotoxicosis with diffuse goiter	None
Decreased circulating aldosterone concentration	None
Low blood aldosterone level	None
Mineralocorticoid insufficiency	None
Hypoaldosteronism	None
Decreased aldosterone production	None
Decreased aldosterone	None
Decreased serum aldosterone	None
Decreased circulating thyrotropin releasing hormone concentration	None
Decreased circulating TRH concentration	None
Thyrotropin releasing hormone (TRH) low in blood	None
Abnormal response to CRH stimulation test	None
Abnormal response to corticotropin releasing hormone stimulation test	None
Decreased function of male gonad	None
Male hypogonadism	None
Increased circulating dehydroepiandrosterone concentration	None
Dehydroepiandrosterone high in blood	None
Abnormal circulating leptin concentration	None
Abnormality of circulating leptin level	None
Positive perchlorate discharge test	None
Adrenocorticotropic hormone excess	None
ACTH excess	None
Abnormal circulating gastrin concentration	None
Abnormal circulating gastrin level	None
Increased circulating free triiodothyronine	None
Increased serum free triiodothyronine	None
Increased serum free T3	None
Increased serum fT3	None
Increased circulating free T3	None
Blunted aldosterone response to aldosterone suppression test	None
Pituitary carcinoma	None
Elevated circulating fibroblast growth factor 23 concentration	None
Pulmonary paraglioma	None
Inappropriately normal thyroid-stimulating hormone level	None
Inappropriately normal TSH	None
Abnormal serum estradiol	None
Precocious puberty with Sertoli cell tumour	None
Precocious puberty with Sertoli cell tumor	None
Prolactin deficiency	None
Reduced circulating prolactin concentration	None
Thyroid crisis	None
Leydig cell insensitivity to gonadotropin	None
Abnormal radioactive iodine uptake test result	None
Elevated circulating growth hormone-releasing hormone concentration	None
Pulmonary carcinoid tumor	None
Lung carcinoid tumor	None
Pulmonary carcinoid tumour	None
Lung carcinoid tumour	None
Decreased circulating dehydroepiandrosterone level	None
Decreased circulating dehydroepiandrosterone concentration	None
Impaired growth-hormone response to glucagon stimulation test	None
Impaired growth-hormone response to insulin stimulation test	None
Increased radioactive iodine uptake	None
Abnormal circulating 18-hydroxycorticosterone level	None
Thymic hormone decreased	None
Decreased thymic hormone	None
Nephrogenic diabetes insipidus	None
Asymptomatic hyperthyroxinemia	None
Euthyroid hyperthyroxinemia	None
Glucocortocoid-insensitive primary hyperaldosteronism	None
Familial primary hyperaldosteronism type 2	None
Thyroid follicular adenoma	None
Abnormality of the thymus	None
Abnormal thymus morphology	None
Thyroid nodule	None
Neoplasia of the thyroid gland	None
Neoplasm of the thyroid gland	None
Parathyroid dysgenesis	None
Ectopic parathyroid	None
Anterior pituitary dysgenesis	None
Adenohypophysis	None
Hyperinsulinemia hypoglycemia	None
Hyperinsulinemic hypoglycemia	None
Hyperinsulinaemic hypoglycaemia	None
Adrenal carcinoma	None
Adrenocortical carcinoma	None
Adrenal gland carinoma	None
Absent pituitary stalk	None
Tertiary hyperparathyroidism	None
Panhypopituitarism	None
Pituitary thyrotropic cell adenoma	None
Pituitary thyrotropinoma	None
Decreased circulating osteocalcin level	None
Decreased circulating free T3	None
Decreased circulating free triiodothyronine	None
Abnormal circulating free triiodotyronine concentration	None
Abnormal circulating free T3 level	None
Abnormal circulating free T3 concentration	None
Underdeveloped pituitary gland	None
Small anterior pituitary lobe	None
Hypoplasia of the pituitary gland	None
Anterior pituitary hypoplasia	None
Pituitary acidophilic stem cell adenoma	None
Nodular goitre	None
Nodular goiter	None
Multinodular goitre	None
Multinodular goiter	None
Suppressed plasma renin activity	None
Decreased circulating renin level	None
Decreased plasma renin activity	None
Decreased circulating renin concentration	None
Low plasma renin activity	None
Parathyroid dysfunction	None
Parathyroid issue	None
Abnormality of the parathyroid physiology	None
Insulin-dependent but ketosis-resistant diabetes	None
High urinary gonadotropin level	None
Pineal gland calcification	None
Euthyroid multinodular goitre	None
Euthyroid multinodular goiter	None
Pituitary gonadotropinoma	None
Pituitary gonadotropic cell adenoma	None
Increased circulating corticosterone level	None
Abnormal circulating osteocalcin level	None
Increased circulating progesterone	None
Prolonged G2 phase of cell cycle	None
Complete or near-complete absence of specific antibody response to hepatitis B vaccine	None
Increased rate of premature chromosome condensation	None
Defective interstrand cross-link repair	None
Reduced granulocyte CD18 level	None
Abnormal lymphocyte proliferation	None
Monoclonal elevation of IgG light chain	None
Gaucher cells	None
Paucity of peroxisomes	None
Mitochondrial respiratory chain defects	None
Reduced granulocyte surface marker level	None
Absent zona pellucida	None
Curvilinear intracellular accumulation of autofluorescent lipopigment storage material	None
Curvilinear profiles ultrastructurally in cells	None
Curvilinear profiles ultrastructurally	None
Intracellular curvilinear profiles on ultrastructural analysis	None
Increased anti-plant product IgE antibody level	None
Decreased IgM	None
Decreased circulating total IgM	None
IgM deficiency	None
Decreased IgM level	None
Reduced IgM levels	None
Abnormal iron deposition in mitochondria	None
Heavy-chain paraproteinemia	None
Specific anti-polysaccharide antibody deficiency	None
Decreased specific anti-polysaccharide antibody level	None
Low specific anti-polysaccharide antibody titer	None
Depressed antibody response to polysaccharide antigens	None
Mitochondrial dysfunction	None
Abnormality of mitochondrial metabolism	None
Cardiomyocyte mitochondrial proliferation	None
Decreased circulating antibody level	None
Hypogammaglobulinemia	None
Immunoglobulin deficiency	None
Decreased serum immunoglobulin	None
Reduced immunoglobulin levels	None
Decreased antibody level in blood	None
Decreased immunoglobulin level	None
Decreased circulating antibody concentration	None
Specific antibody deficiency	None
Decreased circulating level of specific antibody	None
Abnormal specific antibody response	None
Decreased specific antibody in blood	None
Defective lymphocyte apoptosis	None
Decreased lymphocyte apoptosis	None
Impaired T cell function	None
T-cell dysfunction	None
Chromosomal breakage induced by ionising radiation	None
Increased cellular radiosensitivity	None
Chromosomal breakage induced by ionizing radiation	None
Radiation-induced chromosome instability	None
Increased anti-dairy protein IgE antibody level	None
Increased anti-dairy IgE antibody level	None
Abnormal CD69 upregulation upon TCR activation	None
Intracellular accumulation of Dol-PP-GlcNAc2Man5	None
Chronic decreased circulating IgG3	None
Chronic decreased IgG3 in blood	None
Elevated immunoglobulin E	None
High immunoglobulin E	None
Increased circulating IgE level	None
Elevated serum IgE	None
Increased circulating IgE concentration	None
Abnormal mitochondrial shape	None
Panhypogammaglobulinaemia	None
Panypogammaglobulinemia	None
Panhypogammaglobulinemia	None
Abnormal cardiomyocyte morphology	None
Abnormal cardiac muscle cell morphology	None
Chronic (near) absent IgG2 in blood	None
Chronic (near) absent circulating IgG2	None
Abnormal immunoglobulin level in body fluid	None
Decreased FasL-mediated apoptosis	None
Reduced lymphocyte proliferation to mitogen	None
Decreased lymphocyte proliferation in response to mitogen	None
Increased anti-parasite IgE antibody level	None
Polyclonal elevation of circulating IgA	None
Oligoclonal elevation of circulating IgA	None
Abnormality of B cell physiology	None
Reduced B cell function	None
Chronic absent circulating IgD	None
Chronic (near) absent IgM in blood	None
Decreased specific antibody response to polysaccharide vaccine	None
Rectilinear profiles ultrastructurally	None
Rectilinear intracellular accumulation of autofluorescent lipopigment storage material	None
Decreased activity of mitochondrial complex I	None
Respiratory complex I deficiency	None
Abnormality of DNA repair	None
Decreased specific antibody response to protein vaccine	None
Cellular metachromasia	None
Cardiomyocyte inclusion bodies	None
Decreased activity of the pyruvate dehydrogenase complex	None
Pyruvate dehydrogenase complex deficiency	None
Decreased activity of the PDH complex	None
True ependymal rosette	None
Abnormal serum level of immunoglobulin	None
Abnormal immunoglobulin concentration	None
Abnormal circulating immunoglobulin concentration	None
Abnormal serum immunoglobulin levels	None
Immunoglobulin abnormality	None
Abnormal immunoglobulin level	None
Abnormal serum immunoglobulin concentration	None
Partial absence of specific antibody response to tetanus vaccine	None
Increased anti-feather IgE antibody level	None
Electron transfer flavoprotein-ubiquinone oxidoreductase defect	None
Increased oocyte death	None
Increased level of anti-food allergen IgE antibody	None
Increased anti-food allergen IgE antibody level	None
Abnormal IgG level in blood	None
Abnormal circulating IgG concentration	None
Abnormal circulating IgG level	None
Impaired cerebroside sulfate hydrolysis	None
Chronic decreased IgG2 in blood	None
Chronic decreased circulating IgG2	None
Increased sensitivity to ionizing radiation	None
Myocyte cellular hypertrophy	None
Cardiomyocyte hypertrophy	None
Defective T cell proliferation	None
Chronic decreased IgE in blood	None
Chronic decreased circulating IgE	None
Chronic decreased circulating IgE concentration	None
Reduced granulocyte CD59 level	None
Abnormal mitochondrial morphology	None
Abnormal mitochondrion morphology	None
Poor CD25 upregulation upon TCR activation	None
Reduced IL2RA upregulation upon TCR activation	None
Decreased CD25 upregulation upon TCR activation	None
Transient decreased IgE in blood	None
Transient decreased circulating IgE concentration	None
Transient decreased circulating IgE	None
Increased activity of mitochondrial respiratory chain	None
Respiratory complex III deficiency	None
Decreased activity of mitochondrial complex III	None
Impaired Ig class switch recombination	None
Impaired B-lymphocyte isotype switching	None
Cellular hypersensitivity to diepoxybutane	None
Increased circulating IgG3 level	None
Impaired memory B cell generation	None
Abnormal flow cytometry test result	None
Monoclonal elevation of intact IgG	None
Increased circulating IgD level	None
Elevated serum IgD	None
Elevated IgD	None
Increased levels of IgD	None
Increased IgD level	None
Increased serum IgD	None
Increased circulating IgD concentration	None
IgD hypergammaglobulinemia	None
Monoclonal elevation of circulating IgA	None
Mitochondrial swelling	None
Long chain 3 hydroxyacyl coA dehydrogenase deficiency	None
Short-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency	None
Decreased 3-hydroxyacyl-CoA dehydrogenase level	None
Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase deficiency	None
Increased anti-venom IgE antibody level	None
Abnormal activity of mitochondrial respiratory chain	None
Absent natural antibody to blood group agents	None
Complete or near-complete absence of isohemagglutinins	None
Absent isohemagglutinin level	None
Increased hepatitis A virus antibody level	None
Transient decreased IgG3 in blood	None
Transient decreased circulating IgG3	None
Abnormal cardiomyocyte mitochondrial morphology	None
Abnormal cellular phenotype	None
Lack of T cell function	None
Absent cellular immunity	None
Abnormal natural killer cell physiology	None
Cellular hypersensitivity to mitomycin C	None
Transient decreased circulating IgD	None
Transient decreased IgD in blood	None
Abnormality of chromosome stability	None
Absent circulating immunoglobulin kappa chain	None
Increased mitochondrial number	None
Abnormality of chromosome segregation	None
Abnormal isohemagglutinin level	None
Abnormal level of natural antibody to blood group agents	None
Abnormal natural antibody level to blood group antigens in blood (isohemagglutinin)	None
Transient decreased circulating IgG4	None
Transient decreased IgG4 in blood	None
Transient hypogammaglobulinemia of infancy	None
Newborn gammaglobulin deficiency	None
Decreased specific antibody response to vaccination	None
Chronic (near) absent total IgG in blood	None
Chronic absent circulating total IgG	None
Increased circulating specific IgE antibody concentration	None
Increased circulating specific IgE antibody	None
Increased anti-galactose-alpha-1, 3 galactose IgE antibody level	None
Increased anti-alpha-gal IgE antibody level	None
Abnormal mitochondrial number	None
Reduced natural killer cell activity	None
Increased immunoglobulin level in body fluid	None
Abnormal telomere morphology	None
Abnormality of the cell cycle	None
Abnormal B cell proliferation	None
Abnormal buccal mucosa cell morphology	None
Defective B cell differentiation	None
Increased hepatitis C virus antibody level	None
Chronic decreased circulating IgG1	None
Chronic decreased IgG1 in blood	None
Oxidative stress	None
Increased reactive oxygen species production	None
Increased ROS production	None
Decreased CD69 upregulation upon TCR activation	None
Abnormality of lysosomal metabolism	None
High intracellular Na	None
Increased intracellular Na+ levels	None
Increased intracellular sodium	None
IgM heavy chain paraproteinemia	None
Cardiomyocyte degeneration	None
Increased circulating IgG4 level	None
Monoclonal elevation of circulating IgE	None
Monoclonal elevated circulating IgE concentration	None
Decreased activity of mitochondrial ATP synthase complex	None
Mitochondrial complex V deficiency	None
Respiratory complex deficiency, ATPase deficiency	None
Decreased activity of mitochondrial complex V	None
Partial IgA deficiency	None
Monoclonal elevation of IgG heavy chain	None
Intracellular accumulation of autofluorescent lipopigment storage material	None
Increased circulating IgG2 level	None
Monoclonal elevation of IgG	None
Abnormal zona pellucida morphology	None
Chronic partially decreased IgG4 in blood	None
Chronic partially decreased circulating IgG4	None
Decreased circulating IgE	None
Decreased IgE	None
IgE deficiency	None
Decreased circulating IgE concentration	None
Abnormal T cell proliferation	None
Abnormal delayed hypersensitivity skin test	None
Hypergammaglobulinaemia	None
Hyperglobulinemia	None
Increased serum gamma globulin	None
Elevated immunoglobulin levels	None
Hypergammaglobulinemia	None
Increased antibody level in blood	None
Increased gamma globulin	None
Raised immunoglobulin levels	None
Increased circulating antibody concentration	None
Increased immunoglobulin level	None
Increased circulating antibody level	None
Abnormal circulating IgM concentration	None
Abnormal IgM level in blood	None
Abnormal circulating IgM level	None
Reduced cellular cobalamin uptake	None
Transient decreased circulating IgA	None
Polyclonal elevation of circulating IgG	None
Absence of peroxisomes	None
Chronic (near) absent IgG3 in blood	None
Chronic (near) absent circulating IgG3	None
Increased circulating IgG1 level	None
Increased hepatitis B virus antibody level	None
Decreased activity of mitochondrial complex IV	None
Respiratory complex IV deficiency	None
Chronic partially decreased IgG1 in blood	None
Chronic partially decreased circulating IgG1	None
Abnormal cardiomyocyte dystrophin staining	None
Absent specific antibody response	None
Defective DNA repair after ultraviolet radiation damage	None
Decreased T-cell activation	None
Defective T cell activation	None
Decreased T-lymphocyte activation	None
Profound depletion of T4+ lymphocytes	None
Decreased T lymphocyte activation	None
Decreased T cell activation	None
Chronic (near) absent circulating IgG1	None
Chronic (near) absent IgG1 in blood	None
Reduced fibroblast CD55 level	None
Reduced granulocyte CD16 level	None
Chromosomal breakage induced by diepoxybutane	None
Chromosomal breakage induced by crosslinking agents	None
Chromosomal breakage induced by mitomycin C	None
Abnormal T lymphocyte activation	None
Abnormal T-lymphocyte activation	None
Abnormal T-cell activation	None
Abnormal T cell activation	None
Increased anti-gluten IgE antibody level	None
Increased level of anti-gluten IgE antibody	None
Abnormal Langerhans cell morphology	None
Abnormality of chromosome condensation	None
Cardiomyocyte hyaline bodies	None
Increased anti-fungi IgE antibody level	None
Increased anti-fungal IgE antibody level	None
Increased anti-fungus IgE antibody level	None
Low levels of immunoglobulin A	None
Decreased IgA	None
Reduced IgA levels	None
IgA deficiency	None
Gamma-A globulin deficiency	None
Decreased immunoglobulin A	None
Decreased circulating IgA level	None
Decreased circulating IgA concentration	None
Monoclonal elevation of IgG lambda chain	None
Oligoclonal elevated circulating IgE concentration	None
Oligoclonal elevation of circulating IgE	None
Premature chromatid separation	None
Perivascular pseudorosette	None
Increased level of anti-dander IgE antibody	None
Increased anti-animal dander IgE antibody level	None
Decreased expression of GPI-anchored proteins on the cell surface	None
Cardiomyocyte disarray	None
Cardiac biopsy: myocyte disarray	None
Myocardial sarcomere disarray	None
Myocardial sarcomeric disarray	None
Elongated mitochondria	None
Increased anti-bacteria IgE antibody level	None
Increased level of anti-bacteria IgE antibody	None
Tendency to chromosomal breakage	None
Increased chromosomal breakage	None
Chromosome breakage	None
High frequency of chromosome breaks in lymphocytes	None
Multiple chromosomal breaks	None
Increased chromosomal breakage rate	None
Chronic (near) absent IgG4 in blood	None
Chronic (near) absent circulating IgG4	None
Transient decreased IgG2 in blood	None
Transient decreased circulating IgG2	None
Elevated intracellular cystine	None
Increased anti-house dust IgE antibody level	None
Increased anti-house dust mite IgE antibody level	None
Increased level of anti-house dust IgE antibody	None
Dysgammaglobulinemia	None
Mitochondrial propionyl-CoA carboxylase defect	None
Mitochondrial PCC defect	None
Endopolyploidy on chromosome studies of bone marrow	None
Complete or near-complete absence of specific antibody response to meningococcus vaccine	None
Paraproteinemia	None
Monoclonal hypergammaglobulinemia	None
Deficient excision of UV-induced pyrimidine dimers in DNA	None
Mitochondrial lysine transport defect	None
Partial absence of specific antibody response to meningococcus vaccine	None
Reduced fibroblast CD16 level	None
Increased anti-meat allergen IgE antibody level	None
Partial absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	None
Impaired delayed hypersensitivity	None
Reduced delayed hypersensitivity	None
Decreased reactivity to skin test antigens	None
Deficiency of delayed skin hypersensitivity	None
Complete or near-complete absence of specific antibody response to tetanus vaccine	None
Abnormality of glycosaminoglycan metabolism	None
Decreased total IgA in blood	None
Decreased circulating total IgA	None
Total immunoglobulin A deficiency	None
Deficiency or absence of cytochrome b(-245)	None
Deficiency or absence of cytochrome b	None
Abnormality of redox activity	None
Waldenstrom macroglobulinemia	None
Monoclonal immunoglobulin M proteinemia	None
Abnormal lysosomal morphology	None
Abnormal cell morphology	None
IgD deficiency	None
Decreased IgD	None
Decreased circulating IgD	None
Decreased circulating IgD concentration	None
Decreased IgD in blood	None
Carnitine deficiency	None
Decreased circulating carnitine concentration	None
Decreased plasma carnitine	None
Whole-immunoglobulin paraproteinemia	None
Rosette	None
Respiratory complex II deficiency	None
Decreased activity of mitochondrial complex II	None
Decreased circulating IgG3 concentration	None
Decreased circulating IgG3 level	None
Decreased IgG3 level in blood	None
Protanopia	None
Red-blind	None
Distance esotropia	None
Divergence insufficiency	None
Hyperopic astigmatism	None
Bulging cornea	None
Keratoconus	None
Conical cornea	None
Colour vision defect, severe	None
Color vision defect, severe	None
Color vision defect	None
Abnormal colour vision	None
Colour vision defect	None
Abnormality of color vision	None
Loss in color vision	None
Colour vision defects	None
Disturbed color vision	None
Abnormal color vision	None
Loss in colour vision	None
Color vision defects	None
Disturbed colour vision	None
Abnormality of colour vision	None
Abnormal kinetic perimetry test	None
Abnormality of ocular smooth pursuit	None
Abnormal smooth pursuits	None
Irregular visual pursuit movements	None
Impaired smooth pursuit ocular movements	None
Disrupted ocular pursuit movements	None
Peripapillary chorioretinal atrophy	None
Abnormal vitreous humor morphology	None
Abnormal vitreous humour morphology	None
Pinhole visual acuity 1.3 LogMAR	None
Abnormal confrontational visual field test	None
Filamentary keratitis	None
Keratoconjunctivitis	None
Absent/underdeveloped macula	None
Aplasia/Hypoplasia of the macula	None
Near exotropia	None
Allergic conjunctivitis	None
Progressive ophthalmoplegia	None
Abnormal foveal morphology on macular OCT	None
Central retinal exudate	None
Kayser-Fleischer ring	None
Fleischer-Struempell ring	None
Fleischer-Kayser ring	None
Fleischer's ring	None
Limited horizontal extraocular movement	None
Focal necrotic optic nerve lesion	None
Limited extraocular movements	None
Limited extraocular movement	None
Cataracts, posterior, subcapsular, iridescent	None
Iridescent posterior subcapsular cataract	None
Abnormality of refraction	None
Age-related cortical cataract	None
Tortuous retinal vessels	None
Retinal vascular tortuosity	None
Conjunctival telangiectasia	None
Small dilated blood vessels near membrane covering front of eye and eyelids	None
Telangiectasia, conjunctival	None
Conjunctival telangiectases	None
Anterior staphyloma	None
Deuteranomoly	None
Deuteranomaly	None
Green-weak	None
Abnormal pupillary function	None
Unaided visual acuity 0.9 LogMAR	None
Abnormal stereopsis	None
Abnormal fundus autofluorescence imaging	None
Retinal arteriolar occlusion	None
