Inguinal hernia	HP:0000023
Impaired ability to organize	None
Impaired ability to organise	None
Paresthesia	None
Pins and needles feeling	None
Paresthesias	None
Tingling	None
Abnormal central sensory function	None
Abnormality of central sensory function	None
Neonatal electro-clinical myoclonic seizure	None
Neonatal electroclinical myoclonic seizure	None
Reading disability	None
Dyslexia	None
Poor hand-eye coordination	None
Bilateral vocal cord paralysis	None
Dextroamphetamine dependence	None
Amphetamine addiction	None
Dextroamphetamine addiction	None
Addictive amphetamine use	None
Amphetamine dependence	None
Painless fractures due to injury	None
Pontine hypoplasia	None
Hypoplasia of the pons	None
Increase in emotional expression	None
Increased emotional display	None
Amplification of emotional expression	None
Basal lamina onion bulb formation	None
Basal lamina 'onion bulb' formations on nerve biopsy	None
NADH-cytochrome b5 reductase low	None
Decreased erythrocyte nicotinamide adenine dinucleotide-cytochrome b5 reductase activity	None
Partial absence of specific antibody response to meningococcus vaccine	None
Congenital dyserythropoietic anaemia	None
Congenital dyserythropoietic anemia	None
Congenital hypoplastic anemia	None
Congenital hypoplastic anaemia	None
Abnormal neutrophil cell number	None
Abnormal neutrophil count	None
Abnormal platelet dense granule secretion	None
Blood clot in vein	None
Venous thrombosis	None
Myeloproliferative disorder	None
Bone marrow granuloma	None
Reduced bone-marrow megakaryocyte size	None
Ecchymoses	None
Ecchymosis	None
Reduced plasminogen activator inhibitor 1 activity	None
Hyposegmentation of neutrophil nuclei in peripheral blood	None
Hyposegmentation of neutrophil nuclei	None
Pelger-Huet anomaly	None
Bleeding after sex	None
Postcoital vaginal bleeding	None
Sub-ILM haemorrhage	None
Sub-ILM hemorrhage	None
Sub-inner limiting membrane haemorrhage	None
Sub-inner limiting membrane hemorrhage	None
Impaired memory B cell generation	None
Decreased platelet glycoprotein Ib	None
Hepatic vein thrombosis	None
Hepatic venous thrombosis	None
Blood clot in liver vein	None
Decreased total IgA in blood	None
Decreased circulating total IgA	None
Total immunoglobulin A deficiency	None
Defective B cell activation	None
Monoclonal elevation of circulating IgA	None
Increased level of anti-animal protein IgE antibody	None
Increased anti-animal protein IgE antibody level	None
Absence of intermediate von Willebrand factor multimers	None
Reduced erythrocyte galactose-1-phosphate uridylyltransferase activity	None
Infection-associated lymphopenia	None
Infection-associated lymphocytopenia	None
Lymphoid hyperplasia	None
Ovalocytes	None
Hereditary elliptocytosis	None
Elliptocyte	None
Ovalocytosis	None
Elliptocytosis	None
Burkitt lymphoma	None
Increased plasma vitamin K epoxide after vitamin K supplementation	None
Reduced lymphocyte proliferation to mitogen	None
Decreased lymphocyte proliferation in response to mitogen	None
Purpura	None
Red or purple spots on the skin	None
Blood spots	None
Specific anti-polysaccharide antibody deficiency	None
Decreased specific anti-polysaccharide antibody level	None
Low specific anti-polysaccharide antibody titer	None
Depressed antibody response to polysaccharide antigens	None
Abnormality of multiple cell lineages in the bone marrow	None
IgM heavy chain paraproteinemia	None
Decreased proportion of memory B cells	None
Abnormal proportion of CD8-positive, alpha-beta T cells	None
Abnormal proportion of CD8+ T cells	None
Abnormal proportion of CD8-positive T cells	None
Absent platelet dense granules	None
Absent platelet dense bodies	None
Hypochromia	None
Congenital agranulocytosis	None
Cold-induced hemolysis	None
Myelofibrosis	None
Impaired phorbol myristate acetate-induced platelet aggregation	None
Increased circulating myelocyte count	None
Hypochromic anemia	None
Bone marrow cystine accumulation	None
Reduced proportion of CD4-positive cells	None
Decreased proportion of CD4-positive T cells	None
Decreased proportion of CD4+ cells	None
Decreased proportion of CD4-positive, alpha-beta T cells	None
Acanthocytes	None
Acanthocytosis	None
Red cell acanthocytosis	None
BDCA-3	None
Decreased level of thrombomodulin	None
Defective lymphocyte apoptosis	None
Decreased lymphocyte apoptosis	None
Increased proportion of CD8-positive, alpha-beta memory T cells	None
Impaired ristocetin cofactor assay activity	None
Increased mean corpuscular haemoglobin concentration	None
Increased MCHC	None
Increased mean corpuscular hemoglobin concentration	None
Increased MCH	None
Increased mean corpuscular Hb concentration	None
Increased mean corpuscular haemoglobin	None
Partial absence of specific antibody response to unconjugated pneumococcus vaccine	None
Foveal hemorrhage	None
Foveal haemorrhage	None
Abnormal proportion of naive thymus-derived, alpha-beta T cells	None
Abnormal naive T cell proportion	None
Abnormal proportion of naive T cells	None
Episodic eosinophilia	None
Atypical elliptocytosis	None
Elevated erythrocyte adenosine triphosphate concentration	None
Adenosine triphosphate (ATP) high in erythrocytes	None
Increased circulating IgG3 level	None
Abnormal platelet granules	None
Schistocytes	None
Schistocytosis	None
Chronic decreased total IgG in blood	None
Chronic decreased circulating total IgG	None
Disseminated intravascular coagulation	None
Cutaneous mastocytosis	None
Decreased T-cell ZAP-70 protein expression in CD4-positive T cells	None
Bone marrow: vacuolated lymphocytes	None
Bone marrow vacuolated lymphocytes	None
Factor VIII deficiency	None
Reduced factor VIII activity	None
Imbalanced haemoglobin synthesis	None
Imbalanced hemoglobin synthesis	None
Imbalanced Hb synthesis	None
Increased anti-bacteria IgE antibody level	None
Increased level of anti-bacteria IgE antibody	None
Superficial thrombophlebitis	None
Abnormal proportion of CD4+CD29+ cells	None
Abnormal proportion of memory T cells	None
Multiple lineage myelodysplasia	None
Intraventricular hemorrhage	None
Intraventricular haemorrhage	None
Decreased circulating IgG2 level	None
Decreased circulating IgG2 concentration	None
Immunoglobulin IgG2 deficiency	None
Decreased IgG2 level in blood	None
Reduced IgG2 levels	None
Abnormal distribution of CD56 bright/dim natural killer cells	None
Abnormal distribution of CD56 bright/dim NK cells	None
Bone marrow monocytosis	None
Bone marrow monocytes increased	None
T cell lymphoma	None
T-cell lymphoma	None
Recurrent hemorrhagic stroke	None
Recurrent cerebral haemorrhage	None
Recurrent cerebral hemorrhage	None
Abnormal alpha granule content	None
Amegakaryocytic thrombocytopenia	None
Bleeding from the eye	None
Haemorrhage of the eye	None
Hemorrhage of the eye	None
Decreased proportion of CD19+CD27+IgD- cells	None
Decreased proportion of class-switched memory B cells	None
Prolonged euglobulin clot lysis time	None
Macrocytic dyserythropoietic anaemia	None
Macrocytic dyserythropoietic anemia	None
Increased Burr cell count	None
Megakaryocyte nucleus hyperlobulation	None
Increased RIPA	None
Double-nucleated erythroblast	None
Bone marrow: multinucleated erythroblasts	None
Binucleated erythroblast	None
Multinucleated erythroblast	None
Multinucleate erythroblast	None
Reduced erythrocyte glutathione reductase activity	None
Abnormal platelet ATP dense granule secretion	None
Elevated circulating blasts	None
Increased peripheral myeloblast count	None
Elevated blast count	None
Increased peripheral blast count	None
Cerebral granulomatosis	None
Low factor XI activity	None
Reduced factor XI activity	None
Factor XI deficiency	None
Reduced proportion of mucosal-associated invariant T cells	None
Hypermature neutrophils	None
Hypersegmentation of neutrophil nuclei in peripheral blood	None
Hypersegmentation of neutrophil nuclei	None
Increased proportion of CD19+CD27+IgD- cells	None
Increased proportion of class-switched memory B cells	None
Decreased proportion of immature gamma-delta T cells	None
Reduced proportion of immature gamma-delta T cells	None
Decreased proportion of immature gamma-delta T-lymphocytes	None
Decreased proportion of immature gamma-delta T lymphocytes	None
Decreased proportion of immature gamma-delta T-cells	None
Abnormal platelet granule secretion	None
Poikilocytosis	None
Erythroid dysplasia	None
Dyserythropoiesis	None
Decreased factor x activity	None
Reduced factor X activity	None
Factor X deficiency	None
Impaired neutrophil bactericidal activity	None
Decreased basophil count	None
Blood clot in splanchnic vein	None
Splanchnic vein thrombosis	None
Prolonged PT	None
Reduced prothrombin activity	None
Low factor II activity	None
increased international normalised ratio	None
Reduced factor II activity	None
Increased INR	None
Prolonged prothrombin time	None
Increased international normalised ratio	None
Increased international normalized ratio	None
Macrocytic anemia	None
Macrocytic anaemia	None
Polyclonal elevation of IgM	None
Light-chain paraproteinemia	None
Decreased proportion of unswitched memory B cells	None
Reduced proportion of unswitched memory B cells	None
Decreased proportion of non-class-switched memory B cells	None
Methemoglobinemia	None
Splenic hemophagocytosis	None
Spleen hemophagocytosis	None
Abnormal IgE level in blood	None
Abnormal circulating IgE level	None
Abnormal circulating IgE concentration	None
Partial IgA deficiency	None
Neonatal alloimmune thrombocytopenia	None
Decrease in HMW VWF multimers	None
Decrease in high molecular weight von Willebrand factor Multimers	None
Granulocytic hyperplasia	None
Monoclonal elevation of IgG light chain	None
Chronic (near) absent IgG3 in blood	None
Chronic (near) absent circulating IgG3	None
Absent specific antibody response	None
Acute megakaryocytic leukaemia	None
Acute megakaryocytic leukemia	None
AMegL	None
Reduced factor XIII, subunit B	None
Factor XIII subunit B deficiency	None
Defective B cell differentiation	None
Increased number of immature red blood cells	None
Increased immature red blood cells	None
Reticulocytosis	None
Increased reticulocytes	None
Increased reticulocyte count	None
Hypochromic microcytic anemia	None
Hypochromic, microcytic anaemia	None
Hypochromic, microcytic anemia	None
Hypochromic microcytic anaemia	None
Target cells	None
Codocytes	None
Hemophagocytosis in CSF	None
CSF hemophagocytosis	None
Decreased eosinophil count	None
Prolonged bleeding after surgery	None
Excessive bleeding during surgery	None
Protracted bleeding after surgery	None
Abnormal number of dense granules	None
Low levels of immunoglobulin A	None
Decreased IgA	None
Reduced IgA levels	None
IgA deficiency	None
Gamma-A globulin deficiency	None
Decreased immunoglobulin A	None
Decreased circulating IgA level	None
Decreased circulating IgA concentration	None
Dysplastic granulopoesis	None
PAS-positive lymphocyte vacuolization	None
Abnormally heavy bleeding during menstruation	None
Menorrhagia	None
Abnormally heavy periods	None
Hypermenorrhea	None
Increased circulating IgG subclass	None
Impaired ADP-induced platelet aggregation	None
Plasmocytoma	None
Kahler's disease	None
Multiple myeloma	None
Myelodysplasia with sideroblastosis	None
Refractory anaemia with ringed sideroblasts	None
Refractory anemia with ringed sideroblasts	None
Muscle haemorrhage	None
Muscle hemorrhage	None
Intramuscular haemorrhage	None
Intramuscular hemorrhage	None
Non-caseating epithelioid cell granulomatosis	None
Reduced erythrocyte adenylate kinase activity	None
Blood group antigen abnormality	None
Impaired Ig class switch recombination	None
Impaired B-lymphocyte isotype switching	None
Increased proportion of effector memory CD4-positive, alpha-beta T cells	None
Oval macrocytosis	None
Mastocytosis	None
Impaired collagen-induced platelet aggregation	None
Hypereosinophilia	None
Abnormal B cell proliferation	None
Increased anti-dust mite IgE antibody level	None
Increased level of anti-dust mite IgE antibody	None
Elevated erythrocyte AICA-ribotide concentration	None
Increased annexin V binding to platelet phosphatidylserine	None
Transient decrease in blood erythrocyte number	None
Transient erythroblastopenia	None
Infection associated neutropenia	None
Impaired epinephrine-induced platelet aggregation	None
Neutrophil inclusion bodies	None
Gingival hemorrhage	None
Gingivorrhagia	None
Gingival haemorrhage	None
Gingival bleeding	None
Bleeding gums	None
Refractory macrocytic anemia	None
Refractory macrocytic anaemia	None
Increased level of anti-dander IgE antibody	None
Increased anti-animal dander IgE antibody level	None
Impaired Ag-specific T cell proliferation	None
Reduced antigen-specific T cell proliferation	None
Impaired cellular adaptive immune response	None
Impaired activated T cell proliferation	None
Antigen-specific T cell proliferation defect	None
Transient decreased IgE in blood	None
Transient decreased circulating IgE concentration	None
Transient decreased circulating IgE	None
Increased proportion of central memory CD8-positive, alpha-beta T cells	None
Abnormality of neutrophils	None
Abnormality of polymorphonuclear neutrophils	None
Abnormality of neutrophil	None
Pyridoxine-responsive sideroblastic anemia	None
Pyridoxine-responsive sideroblastic anaemia	None
Increased factor IX activity	None
Decreased specific antibody response to protein-conjugated polysaccharide vaccine	None
Abnormal erythrocyte metabolite concentration	None
Increased neutrophil ribosomes	None
Increased anti-nut food product IgE antibody level	None
Abnormality of T cell physiology	None
Partial absence of specific antibody response to tetanus vaccine	None
Increased circulating IgG4 level	None
Abnormality of granulocytes	None
Abnormal granulocyte morphology	None
Normochromic microcytic anemia	None
Normochromic microcytic anaemia	None
Enhanced ristocetin cofactor assay activity	None
Increased proportion of memory B cells	None
Acute lymphatic leukaemia	None
Acute lymphocytic leukemia	None
Acute lymphatic leukemia	None
Acute lymphoid leukaemia	None
Acute lymphoblastic leukaemia	None
Acute lymphoblastic leukemia	None
Acute lymphocytic leukaemia	None
Acute lymphoid leukemia	None
Lack of delayed skin hypersensitivity reaction	None
Cutaneous anergy	None
Absence of delayed hypersensitivity skin test	None
Reduced alpha-2-antiplasmin activity	None
Increased anti-gluten IgE antibody level	None
Increased level of anti-gluten IgE antibody	None
Anemia of inadequate production	None
Dyserythropoietic anaemia	None
Anaemia of inadequate production	None
Anemia, dyserythropoietic	None
Ineffective erythropoiesis	None
Defective erythropoiesis	None
Dyserythropoietic anemia	None
Absent microvilli on the surface of peripheral blood lymphocytes	None
Abnormal proportion of immature B cells	None
Abnormal proportion of CD19+/CD21low B cells	None
Hyperfibrinolysis	None
Increased anti-dairy protein IgE antibody level	None
Increased anti-dairy IgE antibody level	None
Lack of T cell function	None
Absent cellular immunity	None
Platelet anisocytosis	None
Elevated erythrocyte galactose-1-phosphate concentration	None
Abnormal presence of ultra-large von Willebrand factor multimers	None
Chronic hemolytic anaemia	None
hemolytic anemia, chronic	None
Chronic hemolytic anemia	None
Absence of Lutheran antigen on erythrocytes	None
Abnormal NK cell count	None
Abnormal number of natural killer cells	None
Abnormality of natural killer cell count	None
Abnormal natural killer cell count	None
Abnormal erythroid lineage cell morphology	None
Abnormality of cells of the erythroid lineage	None
Increased proportion of effector memory CD8-positive, alpha-beta T cells	None
Bleeding below the skin	None
Subcutaneous haemorrhage	None
Subcutaneous hemorrhage	None
Abnormality of mastocytes	None
Abnormal mast cell morphology	None
Abnormality of mast cells	None
Impaired calcium ionophore-induced platelet aggregation	None
Impaired Ca ionophore-induced platelet aggregation	None
Impaired Ca2+ ionophore-induced platelet aggregation	None
Chronic myelomonocytic leukemia	None
Chronic myelomonocytic leukaemia	None
Increased proportion of plasmablasts	None
Blood clot in cerebral vein	None
Cerebral venous thrombosis	None
Cerebral thrombosis	None
Cerebral vein thrombosis	None
Decreased proportion of naive B cells	None
Vocal cord paresis	None
Hoarse voice due to vocal cord paresis	None
Weakness of the vocal cords	None
Vocal cord paresis in severe cases	None
Laryngeal paralysis	None
Vocal cord paralysis	None
Inability to move vocal cords	None
Abnormality of the voice	None
Voice abnormality	None
Hoarseness	None
Hoarse voice	None
Husky voice	None
Nasal speech	None
Hypernasal voice	None
Nasal voice	None
Hypernasal speech	None
Weak cry	None
Hoarse cry	None
Inability to produce voice sounds	None
Dysphonia	None
Voice change	None
Quiet voice	None
Soft voice	None
Weak voice	None
Hypophonia	None
Aphonia	None
Loss of voice	None
Imperfect vocal cord adduction	None
Unilateral paralysis of the vocal cord	None
Unilateral vocal cord paralysis	None
Speech articulation difficulties	None
Laryngeal dystonia	None
Spasmodic dysphonia	None
Bilateral vocal cord paralysis	None
Unilateral vocal cord paresis	None
Bilateral vocal cord paresis	None
Abnormal cry	None
High-pitched cry	None
Staccato cry	None
Vocal cord dysfunction	None
Hyponasal speech	None
cat-like cry	None
cri de chat-associated cry	None
Cat cry	None
Pronunciation difficulties	None
Vowel expressive impediment	None
Consonant expressive impediment	None
Wet voice	None
Eosinophils predominate in nasal discharge	None
Nasal secretion eosinophilia	None
Multiple bilateral pneumothoraces	None
Abnormal breath sound	None
Abnormal lung auscultation finding	None
Bronchiectasis	None
Permanent enlargement of the airways of the lungs	None
Fluid around lungs	None
Pleural effusion	None
Decreased vital capacity	None
Reduced vital capacity	None
Abnormal epiglottis morphology	None
Abnormality of the epiglottis	None
Absent inner and outer dynein arms	None
Shortened outer dynein arms	None
Absent outer dynein arms	None
Progressive pulmonary function impairment	None
Solid pulmonary nodule	None
Recurrent pharyngitis	None
Recurrent sore throat	None
Pharyngitis, recurrent	None
Nocturnal hypopnea	None
Nocturnal hypoventilation	None
Nocturnal under breathing	None
Hypoventilation during sleep	None
Nocturnal slow breathing	None
Bronchopulmonary anastomosis	None
Transient pulmonary infiltrates	None
Respiratory arrest	None
Breathing cessation	None
Abnormal pharynx physiology	None
Tachypnea	None
Polypnea	None
Increased respiratory rate or depth of breathing	None
Bronchus suis	None
Pig bronchus	None
Displaced lobar tracheal bronchus	None
Asphyxia neonatorum	None
Neonatal asphyxia	None
Elevated pulmonary artery pressure	None
Elevated lung artery pressure	None
increased pulmonary artery pressure	None
Decreased DLCO	None
Decreased diffusing capacity	None
Nodular-centrilobular without tree-in-bud pattern on pulmonary HRCT	None
Eosinophilic pulmonary infiltration	None
Pulmonary eosinophilic infiltration	None
Pulmonary eosinophilia	None
Pulmonary eosinophilic infiltrate	None
Eosinophilic pneumonia	None
Elevated functional residual capacity	None
Rapid breathing	None
Hyperventilation	None
Abnormal respiratory motile cilium morphology	None
Pulmonary arterial medial hypertrophy	None
Hypertrophy of the pulmonary artery wall	None
Pulmonary nodule	None
Spot on the lung	None
Pulmonary capillary hemangiomatosis	None
Pulmonary hemangiomas	None
Supracardiac total anomalous pulmonary venous connexion	None
Type 1 total anomalous pulmonary venous connection	None
Total anomalous pulmonary venous connection, supracardiac	None
Supracardiac total anomalous pulmonary venous connection	None
Middle mediastinal mass	None
Platypnea	None
Neoplasia of the pleura	None
Abnormal pulmonary artery physiology	None
Intrapulmonary shunting	None
Intrapulmonary shunt	None
Bilateral pulmonary agenesis	None
Absent lungs	None
Bilateral lung agenesis	None
Glycogen accumulation in pulmonary interstitial cells	None
Pulmonary cylindroma	None
Broncholith	None
Underdeveloped lung	None
Poorly developed lungs	None
Pulmonary hypoplasia	None
Small lung	None
Lung hypoplasia	None
Hypoplastic lung	None
Hypoplastic lungs	None
Pulmonary vein dilatation	None
Pulmonary vein varix	None
Pulmonary edema	None
Lung oedema	None
Lung edema	None
Excess fluid in lungs	None
Wet lung	None
Pulmonary situs inversus	None
Respiratory infections in early life	None
Exercise-induced asthma	None
Reduced maximal expiratory pressure	None
Coughing	None
Cough	None
Pulmonary sequestration	None
Cystic lung lesion	None
Bronchopulmonary sequestration	None
GGO	None
Ground-glass opacification on pulmonary HRCT	None
Ground glass opacities	None
Ground-glass opacification	None
Croup	None
Laryngitis	None
Pseudocroup	None
Subglottic laryngitis	None
Spasmodic croup	None
Viral croup	None
Recurrent bronchopulmonary infections	None
Recurrent infections in bronchi and lungs	None
Recurrent bronchopneumonia	None
Continuous diaphragm sign	None
Low nasal nitric oxide level	None
Decreased nasal nitric oxide	None
Laryngeal stenosis	None
Apneic episodes in infancy	None
Decreased FEF25-75%	None
Decreased forced expiratory flow 25-75%	None
Postcapillary pulmonary hypertension	None
Post-capillary pulmonary hypertension	None
Bilobed right lung	None
Combined cystic and ground-glass pattern on pulmonary HRCT	None
Paraseptal emphysema	None
Distal acinar emphysema	None
Bilateral apical pulmonary fibrosis	None
Breathing dysregulation	None
Increased sputum production	None
Increased phlegm	None
Pulmonary situs ambiguus with bilateral morphologic left lungs	None
Horseshoe lung	None
Pulmonary arterial hypertension with positive acute response to NO challenge	None
Acute aspiration pneumonia	None
Abnormality of the sphenoidal sinus	None
Abnormality of the sphenoid sinus	None
Abnormal trachea morphology	None
Abnormality of the trachea	None
Abnormal tracheal morphology	None
Tracheal disease	None
Congenital bronchial atresia	None
Bronchial atresia	None
Respiratory system tumour	None
Respiratory system tumor	None
Neoplasm of the respiratory system	None
Abnormal pulmonary vein morphology	None
Peripheral pulmonary vessel aplasia	None
Shortened inner dynein arms	None
Type II pneumocyte hyperplasia	None
Missing sinuses	None
Absence of paranasal sinuses	None
Missing paranasal sinuses	None
Aplasia of paranasal sinuses	None
Absent paranasal sinuses	None
Increased airway neuroepithelial bodies	None
Abnormality of lung artery	None
Abnormality of the pulmonary artery	None
Recurrent sinopulmonary infections	None
Recurrent sinus and lung infections	None
Chronic sinopulmonary infection	None
Abnormal respiratory system physiology	None
Abnormal respiration	None
Impaired pulmonary function	None
Functional respiratory abnormality	None
Respiratory problem	None
Interlobular septal thickening	None
Septal lines (pulmonary CT finding)	None
Interlobular septal thickening on pulmonary HRCT	None
Septal thickening (pulmonary CT finding)	None
Interlobular lines (pulmonary CT finding)	None
Peripheral lines (pulmonary CT finding)	None
Short lines (pumonary CT finding)	None
Infracardiac total anomalous pulmonary venous connection	None
Infracardiac total anomalous pulmonary venous connexion	None
Type 3 total anomalous pulmonary venous connection	None
Bendopnea	None
Pulmonary embolism	None
Blood clot in artery of lung	None
Bronchial neoplasm	None
Chylothorax	None
Chronic pulmonary obstruction	None
COPD	None
Chronic obstructive pulmonary disease	None
Hypocapnia	None
Hypocarbia	None
Reduced carbon dioxide in the blood	None
Pneumonia	None
Fat embolism	None
Pulmonary fat embolism	None
Paroxysmal dyspnea	None
Paroxysmal dyspnoea	None
Abnormal pulmonary artery morphology	None
Inspiratory stridor	None
Pleural incrassation	None
Pleural thickening	None
Pulmonary pneumatocele	None
Pulmonary pneumatocoele	None
Decreased sensitivity to hypoxaemia	None
Decreased sensitivity to hypoxemia	None
Neonatal respiratory distress	None
Infantile respiratory distress	None
Respiratory distress, neonatal	None
Newborn respiratory distress	None
Abnormal pulmonary situs morphology	None
Abnormality of pulmonary situs	None
Bronchial hemorrhage	None
Bronchial bleeding	None
Increased KCO	None
Nasal secretion neutrophilia	None
Reduced residual volume	None
Spontaneous collapsed lung	None
Spontaneous pneumothorax	None
Pleural mass	None
Reduced forced expiratory volume in one second	None
Reduced FEV1	None
Pulmonary oligemia	None
Architectural distortion of the lung	None
Pulmonary necrosis	None
Pulmonary arterial hypertension crisis	None
Pulmonary hypertensive crisis	None
Laryngeal edema	None
Laryngeal oedema	None
Exogenous lipoid pneumonia	None
Anteroposteriorly shortened larynx	None
Laryngotracheal stenosis	None
Lung abscess	None
Respiratory insufficiency due to defective ciliary clearance	None
Abnormal respiratory patterns	None
Abnormal pattern of respiration	None
Unusual breathing patterns	None
Labored breathing	None
Respiratory difficulties	None
Breathing difficulties	None
Laboured breathing	None
Respiratory distress	None
Abnormal tracheobronchial morphology	None
Tracheobronchial anomalies	None
Collapsed lung	None
Pneumothorax	None
Recurrent upper and lower respiratory tract infections	None
Pulmonary blood flow redistribution	None
Progressive inspiratory stridor	None
Sinusitis, chronic	None
Chronic sinus disease	None
Chronic sinusitis	None
Abnormally small frontal sinus	None
Aplasia/Hypoplasia of the frontal sinuses	None
Bronchomegaly	None
Recurrent acute respiratory tract infection	None
Acute respiratory tract infection	None
Absent pulmonary artery	None
Absent lung artery	None
Missing pulmonary artery	None
Hyaline membranes	None
Abnormal functional residual capacity	None
Pulmonary artery dilatation	None
Non-small cell lung carcinoma	None
Non-small cell lung cancer	None
Lipoid pneumonia	None
Inferior mediastinal mass	None
Bronchial constriction	None
Bronchoconstriction	None
Bronchospasm	None
Constriction of the bronchi	None
Absent bronchoalveolar dimeric surfactant-protein B	None
Recurrent pneumonia due to aspiration,	None
Recurrent aspiration pneumonia	None
Laryngotracheoesophageal cleft i	None
Laryngeal cleft	None
Laryngotracheal cleft	None
Pleural cyst	None
Abnormality of muscles of the pharynx	None
Abnormality of pharynx musculature	None
Abnormal morphology of musculature of pharynx	None
Abnormality of pharyngeal musculature	None
Abnormality of musculature of pharynx	None
Episodic respiratory distress	None
respiratory distress, episodic	None
Episodic difficulty breathing	None
Lung infiltrates	None
Pulmonary infiltrates	None
Pulmonic infiltration	None
Increased pulmonary vascular resistance	None
Pulmonary situs ambiguus with bilateral morphologic right lungs	None
Irregular septal thickening on pulmonary HRCT	None
Bronchial papilloma	None
Decreased attenuation pattern on pulmonary HRCT	None
Black lung pattern on pulmonary HRCT	None
Abnormal respiratory motile cilium physiology	None
Abnormality of the pleura	None
Abnormal pleura morphology	None
Absent inner dynein arms	None
Bronchodysplasia	None
Missing frontal sinus	None
Aplasia of frontal sinus	None
Absent frontal sinuses	None
Aplasia sinus frontalis	None
Absent frontal sinus	None
Absence of frontal sinuses	None
Abnormality of palatopharyngeus muscle	None
Multiple pulmonary interstitial hyalinized nodules	None
Pulmonary arterial plexiform lesion	None
Type 2 congenital pulmonary airway malformation	None
Posterior mediastinal mass	None
Abnormality of sinus frontalis	None
Abnormality of the forehead sinus	None
Abnormality of frontal sinus	None
Panacinar emphysema	None
Pulmonary fibrosis	None
Hypopnea	None
Shallow breathing	None
Intralobular interstitial thickening	None
Multiple pulmonary infections	None
Recurrent pulmonary infections	None
Pneumonia, recurrent episodes	None
Recurrent pneumonia	None
pulmonary infections, recurrent	None
Pulmonary infection	None
Pneumonia, recurrent	None
Pulmonary infections	None
Opacified paranasal sinuses	None
Paranasal sinuses opacification	None
Paranasal sinuses opacified	None
Alveolar septal thickening	None
Traction bronchiectasis	None
Reduced maximal inspiratory pressure	None
Tracheal calcification	None
Tracheal ectopic calcification	None
Tracheal calcifications	None
Calcification of the trachea	None
Total anomalous pulmonary venous connection	None
Total anomalous pulmonary venous drainage	None
Total anomalous pulmonary venous return	None
Bronchial cartilage hypoplasia	None
Underdevelopment of the bronical cartilage	None
Tracheal cartilaginous sleeve	None
Hyperinflation on pulmonary function test	None
Elevated RV/TLC ratio	None
Overinflation on pulmonary function test	None
Anterior mediastinal mass	None
Displaced tracheal bronchus	None
Abnormal axonemal organization of respiratory motile cilia	None
Abnormal axonemal organisation of respiratory motile cilia	None
Irreversible airflow obstruction	None
Irreversible pulmonary obstruction	None
Abnormality of ethmoid sinus	None
Abnormality of ethmoidal air cells	None
Scleroderma of lung	None
Bilateral basilar pulmonary fibrosis	None
Scleroderma lung disease	None
Lung disease with systemic sclerosis	None
Pulmonary interstitial thickening	None
Mucin casts	None
Acellular airway casts	None
Type II airway casts	None
Decreased pneumatization of frontal sinus	None
Decreased volume of frontal sinuses	None
Underdeveloped frontal sinuses	None
Hypoplastic frontal sinuses	None
Small frontal sinuses	None
Hypotrophic frontal sinus	None
Early inspiratory crackles	None
Abnormal CO2 levels in blood	None
Abnormal blood carbon dioxide level	None
Aplasia/Hypoplasia of the Epiglottis	None
Pulmonary artery sling	None
Laryngeal carcinoma	None
Laryngeal cancer	None
Cancer of the larynx	None
Tracheal papilloma	None
Elevated bronchoalveolar lavage fluid lymphocyte proportion	None
Intrapulmonary sequestration	None
Intralobar sequestration	None
Intrapulmonary lobar sequestration	None
Hyperpnea, episodic	None
Episodic tachypnea	None
Decreased KCO	None
Laryngeal calcifications	None
Laryngeal calcification	None
Scimitar syndrome	None
Pulmonary venolobar syndrome	None
Scimitar anomaly	None
Laryngeal hypoplasia	None
Hypoplastic larynx	None
Abnormal O2 blood concentration	None
Abnormal blood O2 level	None
Abnormal blood oxygen levels	None
Abnormal blood oxygen level	None
Decreased respiratory function due to muscle weakness	None
Respiratory distress due to muscle weakness	None
Respiratory muscle weakness	None
Respiratory insufficiency due to muscle weakness	None
Respiratory failure due to muscle weakness	None
Decreased lung function due to weak breathing muscles	None
Aspiration pneumonia	None
Abnormal KCO	None
Interstitial pneumonitis	None
Hyperpigmented nevi	None
Subungual hyperkeratosis	None
Thickened, discoloured skin under nail	None
Thickened, discolored skin under nail	None
Dysplastic Nevus	None
Atypical nevus	None
Atypical mole	None
Coarse hair texture	None
Coarse hair	None
Rough hair texture	None
Sawtoothed acanthosis	None
Sawtooth acanthosis	None
Short nail	None
Short nails	None
Hair follicle neoplasm	None
Erythematosquamous plaque	None
Psoriasiform lesion	None
Psoriatic-like lesion	None
Erythemato-squamous plaque	None
Petechiae	None
Tongue neurofibroma	None
Palmar hyperlinearity	None
Palpable purpura	None
Desquamation of skin soon after birth	None
Sydney crease	None
Alopecia of scalp	None
Missing scalp hair	None
Pathologic hair loss from scalp	None
Absence of scalp hair	None
Scalp hair loss	None
Baldness	None
Harlequin phenomenon	None
Abnormal skin morphology	None
Abnormality of skin morphology	None
Abnormal skin structure	None
Nail pterygium	None
Pterygium of nails	None
Red-blue papule	None
Erythematous papule	None
Aplasia of the fingernail	None
Anonychia of fingernails	None
Absent fingernail	None
Skin laceration	None
Poor fingernail formation	None
Dystrophic fingernails	None
Hyperpigmented nodule	None
Abnormal location of eyebrows	None
Abnormal location of the eyebrow	None
Abnormally placed eyebrows	None
