Abnormality of body height	HP:0000002
Lack of peer relationships	None
Dysgyria	None
Reduced CSF asparagine concentration	None
Abnormality of pain sensation	None
Neuroblastic tumor	None
Neuroblastic tumour	None
Abnormality of cranial nerve xii	None
Abnormality of cranial nerve 12	None
Abnormality of the twelfth cranial nerve	None
Abnormality of the hypoglossal nerve	None
Asymmetric ventricles	None
Asymmetric lateral ventricles	None
Lateral ventricular asymmetry	None
Cerebral lateral ventricular asymmetry	None
Generalized brain degeneration	None
Generalised brain degeneration	None
Generalized brain atrophy	None
Global brain atrophy	None
Generalised brain atrophy	None
Generalized cerebral atrophy	None
Generalised cerebral atrophy	None
Diffuse brain atrophy	None
Focal impaired awareness verbal automatism seizure	None
Greater auricular nerve thickening	None
Palpable great auricular nerve	None
Focal motor impaired awareness seizure with dystonia	None
Focal impaired awareness motor seizure with dystonia	None
Focal aware sensory seizure with olfactory features	None
Recurrent trauma-related distressing dreams	None
Polyembolokoilamania	None
Sex addiction	None
Addictive sex behavior	None
Focal manual automatism seizure	None
Decreased CSF tetrahydrobiopterin level	None
Thalamic hemorrhage	None
Abnormal putamen morphology	None
Leaden paralysis	None
Reduced intraepidermal small nerve fiber density	None
Self cutting	None
Deliberate cutting of skin	None
Self-cutting	None
Cutting	None
Difficulty understanding humor	None
Kinetic tremor	None
Essential tremor	None
Thinning of the substantia nigra pars compacta	None
Neuroepithelial cyst	None
Glioependymal cyst	None
Neuroglial cyst	None
Impaired executive functioning	None
EEG with generalised epileptiform discharges	None
EEG with generalized epileptiform discharges	None
Focal cortical dysplasia type II	None
Insomnia	None
Difficulty staying or falling asleep	None
Fragmented sleep	None
Enlarged cerebellum	None
Increased level of xylitol in CSF	None
Increased level of xylitol in cerebrospinal fluid	None
Increased CSF xylitol concentration	None
Focal impaired awareness clonic seizure	None
Enhancement of the C-reflex	None
Micrographia	None
Cognitive regression	None
Multifocal seizures	None
Multifocal onset seizures	None
Choreiform movements	None
Choreic movements	None
Choreatic disease	None
Chorea	None
Atypical gestures	None
Inferior cerebellar vermis hypoplasia	None
Hypoplasia of inferior vermis	None
Inferior vermis hypoplasia	None
Substantia nigra gliosis	None
Frontal subcortical band heterotopia	None
Anterior predominant subcortical band heterotopia	None
Subcortical band heterotopia anterior predominant	None
Pheochromocytoma, adrenal	None
Pheochromocytomas, adrenal	None
Adrenal pheochromocytoma	None
Subcutaneous neurofibroma	None
EMG: myokymic discharges	None
Impaired oral bolus formation	None
Focal impaired awareness autonomic seizure with palpitations/tachycardia/bradycardia/asystole	None
Pituitary gonadotropinoma	None
Pituitary gonadotropic cell adenoma	None
Confusion	None
Mental disorientation	None
Disorientation	None
Easily confused	None
Focal impaired awareness perseverative automatism seizure	None
Reduced awareness of convention	None
Neocortical dysplasia	None
Cortical dysplasia	None
Anomia	None
Anomic aphasia	None
Nominal aphasia	None
Amnestic aphasia	None
Amnesic aphasia	None
Word-finding difficulty	None
Diminished motivation	None
Lacks initiative	None
Abnormal diminished volition	None
Diminished volitional state	None
Lacking in initiative	None
Lack of motivation	None
Lack of initiative	None
Diminished energy	None
Clasp-knife sign	None
Hypoplasia of the olfactory bulb	None
Hypoplastic olfactory bulb	None
Hypoplasia of olfactory bulb	None
Aplasia of the pyramids of the medulla oblongata	None
Increased peripheral nerve cross sectional area	None
Peripheral nerve swelling	None
Peripheral nerve enlargement	None
Delayed milestone development	None
Delayed early-childhood social milestone development	None
Delayed social development	None
CSF infectious agent	None
Small basal ganglia	None
Focal aware epileptic spasm	None
Incomprehensible speech	None
Oculoclonic status epilepticus	None
Substantia nigra hypointensity on susceptibility-weighted imaging	None
Low signal intensity in the substantia nigra on susceptibility-weighted imaging (SWI)	None
Pituitary microadenoma	None
Elevated CSF cystathionine concentration	None
Abnormal timing of pattern onset/offset visual evoked potentials	None
PVWMH	None
Periventricular white matter hyperintensities	None
Palilalia	None
Slow movements	None
Slowness of movements	None
Bradykinesia	None
Inability to walk by childhood/adolescence	None
Diminished integration of verbal and non-verbal communicative behavior	None
Limited head nodding or shaking	None
Episodic paroxysmal anxiety	None
Abnormal thalamic size	None
Muscle fibrillation	None
EMG: fibrillations on electromyogram	None
Twitching	None
Impaired neck-righting reflex	None
Tremor of a body part	None
Tremor by anatomical site	None
Extrapyramidal signs	None
Extrapyramidal tract signs	None
Extrapyramidal dysfunction	None
Abnormality of extrapyramidal motor function	None
Extrapyramidal symptoms	None
Extrapyramidal syndrome	None
Cerebral inclusion bodies	None
Generalised convulsive status epilepticus	None
Generalized convulsive status epilepticus	None
Recurrent, involuntary, and intrusive distressing memories	None
Abnormality of the microglia	None
Abnormal microglia morphology	None
Aplasia/Hypoplasia involving the corticospinal tracts	None
Jerk-locked premyoclonus spikes	None
Abnormality of enteric nervous system morphology	None
Abnormal enteric nervous system morphology	None
Focal impaired awareness vocal automatism seizure	None
Dysfunction of lateral corticospinal tracts	None
Short NREM sleep	None
Focal necrotic thalamus lesion	None
EEG: periodic complexes	None
Radermecker complexes	None
EEG with periodic complexes	None
Atrophic superior cerebellar peduncle	None
Gastroenteritis-related afebrile seizure	None
Anterior horn cell disease	None
Abnormality of the anterior horn cells	None
Abnormality of the anterior horn cell	None
Anomaly of the anterior horn cells	None
Abnormal anterior horn cell morphology	None
Pontine T2 hypointensity	None
Subependymal nodules	None
Illusions	None
Elevated CSF thymine concentration	None
Thymine high in CSF	None
Decreased CSF glycine concentration	None
Glycine low in CSF	None
Severe receptive language delay	None
Hand clasping	None
Hand-wringing	None
Stereotypical hand wringing	None
Handwringing	None
Abnormality of enteric ganglion morphology	None
Abnormality of the enteric ganglia	None
Abnormal enteric ganglion morphology	None
Recurrent maladaptive behavior	None
Disorder of involuntary muscle movements	None
Dyskinesis	None
Dyskinesias	None
Dyskinesia	None
Amyloidosis of peripheral nerves	None
Demyelinating motor neuropathy	None
Focal impaired awareness hemifacial clonic seizure	None
Addictive spending behavior	None
Spending addiction	None
Shopaholic	None
Shopping addiction	None
Decreased CSF threonine concentration	None
Low threonine levels in the cerebrospinal fluid	None
Third cranial nerve thickening	None
Oculomotor nerve thickening	None
Agenesis of the corpus callosum	None
Absent corpus callosum	None
Agenesis of corpus callosum	None
Corpus callosum agenesis	None
Dysplastic or absent corpus callosum	None
Callosal agenesis	None
Absence of corpus callosum	None
Gelastic seizures	None
Gelastic seizure	None
Focal emotional seizure with laughing	None
Ring-enhancing cerebral lesion	None
Abnormal semantics	None
Complex febrile seizure	None
Complex febrile seizures	None
Complex fever fit	None
Complex febrile convulsion	None
Viral encephalitis	None
Head-banging	None
Progressive truncal ataxia	None
Degenerative enteric neuropathy	None
Enteric neuronal degeneration	None
Focal cognitive seizure with dysgraphia/agraphia	None
Elevated CSF D-2-hydroxyglutaric acid concentration	None
Ataxic tremor	None
Action tremor	None
EEG with series of focal spikes	None
Cerebellar ataxia	None
Ataxia	None
Stereotypic movements of face and head	None
Punding	None
Partial absence of cerebellar vermis	None
Focal cognitive seizure with expressive dysphasia/aphasia	None
Cerebral infarct	None
Thought broadcasting	None
Progressive mental deterioration	None
Progressive neurodegeneration	None
Progressive neurologic deterioration	None
Worsening neurological symptoms	None
Neurologic deterioration	None
Neurologic deterioration, progressive	None
Atypical sorting	None
Arranging	None
Ordering	None
Anticipatory anxiety	None
Upper extremity akinesia	None
Akinesia of the upper extremities	None
Lack of purposeful hand use	None
Hand apraxia	None
Enlarged sylvian cistern	None
Enlarged lateral fissure	None
Enlarged lateral sulcus	None
Enlarged sylvian fissure	None
Impaired topognosis	None
Impaired touch localisation	None
Impaired touch localization	None
Abnormal alpha-aminobutyrate levels in cerebrospinal fluid	None
Abnormal CSF alpha-aminobutyrate concentration	None
Low CSF albumin	None
Decreased CSF albumin concentration	None
Abnormal CSF tyrosine concentration	None
Abnormal tyrosine levels in cerebrospinal fluid	None
Cotton wool plaques	None
CWPs	None
Abnormal citrulline levels in cerebrospinal fluid	None
Abnormal CSF citrulline concentration	None
Restricted interests	None
Circumscribed interests	None
Fixated interests	None
Hyphema	None
Elevated circulating blasts	None
Increased peripheral myeloblast count	None
Elevated blast count	None
Increased peripheral blast count	None
Factor X activation deficiency	None
Impaired neutrophil killing of staphylococci	None
Lack of T cell function	None
Absent cellular immunity	None
Increased hepatitis A virus antibody level	None
Gingival hemorrhage	None
Gingivorrhagia	None
Gingival haemorrhage	None
Gingival bleeding	None
Bleeding gums	None
Cephalohaematoma	None
Cephalohematoma	None
Megakaryocyte dysplasia	None
Dysmegakaryopoiesis	None
Recurrent hemorrhagic stroke	None
Recurrent cerebral haemorrhage	None
Recurrent cerebral hemorrhage	None
Abnormal distribution of CD56 bright/dim natural killer cells	None
Abnormal distribution of CD56 bright/dim NK cells	None
Abnormal T cell proliferation	None
Subarachnoid hemorrhage	None
Abnormality of eosinophils	None
Abnormal eosinophil morphology	None
Increased circulating IgM level	None
Increased IgM levels	None
Increased levels of IgM	None
Reduced erythrocyte hexokinase activity	None
Abnormal NK cell count	None
Abnormal number of natural killer cells	None
Abnormality of natural killer cell count	None
Abnormal natural killer cell count	None
Decreased proportion of unswitched memory B cells	None
Reduced proportion of unswitched memory B cells	None
Decreased proportion of non-class-switched memory B cells	None
Abnormality of the intrinsic pathway	None
Reticulocytopenia	None
Elevated erythrocyte inosine triphosphate concentration	None
Hepatic vein thrombosis	None
Hepatic venous thrombosis	None
Blood clot in liver vein	None
Abnormality of B cell physiology	None
Reduced B cell function	None
Dysgammaglobulinemia	None
Prolonged reptilase time	None
Neonatal hemolytic anemia	None
Congenital haemolytic anaemia	None
Congenital haemolytic anemia	None
Neonatal hemolytic anaemia	None
Congenital hemolytic anemia	None
Congenital hemolytic anaemia	None
Neutrophil inclusion bodies	None
Increased basophil count	None
Basophilia	None
Anomaly of the bone marrow cells	None
Abnormal bone marrow cell morphology	None
Bone marrow disease	None
Abnormality of bone marrow cell morphology	None
Elevated proportion of CD4+ effector memory T cells	None
Increased proportion of effector CD4-positive, alpha-beta T cells	None
Increased proportion of CD4+ effector memory T cells	None
Increased proportion of CD4-positive effector memory T cells	None
Fava bean-induced hemolytic anaemia	None
Fava bean-induced hemolytic anemia	None
Hemolytic anaemia following ingestion of fava beans	None
Hemolytic anemia following ingestion of fava beans	None
Transient decreased circulating IgG4	None
Transient decreased IgG4 in blood	None
Defective B cell differentiation	None
Megaloblastic bone marrow	None
Spherocytosis	None
Impaired ristocetin-induced platelet aggregation	None
Grade IV foetal intracranial haemorrhage	None
Fetal intraventricular hemorrhage with periventricular hemorrhage	None
Grade IV fetal intracranial hemorrhage	None
Increased proportion of HLA DR+ T cells	None
Increased proportion of naive T cells	None
Elevated proportion of naive T cells	None
Increased proportion of naive thymus-derived, alpha-beta T cells	None
Abnormal proportion of CD4-positive T cells	None
Abnormal proportion of CD4+ T cells	None
Abnormal proportion of CD4-positive, alpha-beta T cells	None
Acute promyelocytic leukaemia	None
Acute promyelocytic leukemia	None
Elevated erythrocyte adenosine triphosphate concentration	None
Adenosine triphosphate (ATP) high in erythrocytes	None
Abnormal factor V activity	None
Abnormal coagulation factor V activity	None
Whole-immunoglobulin paraproteinemia	None
Abnormal circulating IgM concentration	None
Abnormal IgM level in blood	None
Abnormal circulating IgM level	None
Megaloblastic anemia	None
Megaloblastic anaemia	None
Recurrent thrombosis	None
Recurrent phlebitis	None
Recurrent thrombophlebitis	None
Reduced proportion of CD4+ effector memory T cells	None
Decreased proportion of CD4-positive effector memory T cells	None
Decreased proportion of effector memory CD4-positive, alpha-beta T cells	None
Decreased proportion of CD4+ effector memory T cells	None
Neutrophilia	None
Increased blood neutrophil counts	None
Oligoclonal elevation of circulating IgA	None
Abnormal proerythroblast morphology	None
Grade III foetal intracranial haemorrhage	None
Grade III fetal intracranial hemorrhage	None
Fetal intraventricular hemorrhage with ventriculomegaly	None
Elevated plasma cell count	None
Erythrocytosis	None
Abnormally shaped erythrocytes	None
Polyglobulia	None
Increased red blood cells	None
Polycythemia	None
Hypergammaglobulinaemia	None
Hyperglobulinemia	None
Increased serum gamma globulin	None
Elevated immunoglobulin levels	None
Hypergammaglobulinemia	None
Increased antibody level in blood	None
Increased gamma globulin	None
Raised immunoglobulin levels	None
Increased circulating antibody concentration	None
Increased immunoglobulin level	None
Increased circulating antibody level	None
Deep venous thrombosis	None
Deep vein thrombosis	None
Multiple deep venous thrombosis	None
Blood clot in a deep vein	None
Erythroid dysplasia	None
Dyserythropoiesis	None
Neutropenia in presence of anti-neutropil antibodies	None
Autoimmune neutropenia	None
Increased multinucleated megakaryocyte count	None
Megakaryocyte nucleus hyperlobulation	None
Bone marrow hemophagocytosis	None
Abnormal surface-connected open canalicular system	None
Impaired collagen-induced platelet aggregation	None
Prepartum haemorrhage	None
Prepartum hemorrhage	None
Antepartum hemorrhage	None
Antepartum haemorrhage	None
Vitreous hemorrhage	None
Vitreous haemorrhage	None
Hematemesis	None
Vomiting blood	None
NADH-cytochrome b5 reductase low	None
Decreased erythrocyte nicotinamide adenine dinucleotide-cytochrome b5 reductase activity	None
Reduced alpha/beta synthesis ratio	None
Reduced plasma cell count	None
Transient decreased circulating total IgG	None
Urinary bladder granulomas	None
Urinary bladder granulomatosis	None
Reduced proportion of naive thymus-derived CD8-positive, alpha-beta T cells	None
Reduced proportion of naive CD8 T cells	None
Decreased proportion of naive CD8 T cells	None
Increased circulating metamyelocyte count	None
Follicular lymphoma	None
Amegakaryocytic thrombocytopenia	None
HbS haemoglobin	None
HbS hemoglobin	None
Impaired ADP-induced platelet aggregation	None
Enlarged lysosomal vacuoles in lymphocytes	None
Vacuolated lymphocytes	None
Vacuolated blood lymphocytes	None
Intraretinal haemorrhage	None
Intraretinal hemorrhage	None
Abnormal T cell morphology	None
Abnormal T cells	None
Defective cellular immunity	None
Abnormality of T cells	None
Cellular immune defect	None
Decreased T-cell ZAP-70 protein expression in CD4-positive T cells	None
Chronic myeloid leukaemia	None
Chronic myelogenous leukemia	None
Chronic myelogenous leukaemia	None
Chronic myelocytic leukemia	None
Chronic myelocytic leukaemia	None
Chronic myeloid leukemia	None
TMD	None
Transient leukaemia of Down syndrome	None
Transient myeloproliferative disorder	None
Transient myeloproliferative syndrome	None
Transient leukemia of Down syndrome	None
Choroid hemorrhage	None
Choroidal haemorrhage	None
Choroid haemorrhage	None
Choroidal hemorrhage	None
Abnormal dendritic cell count	None
Abnormal Hct	None
Abnormal hematocrit	None
Abnormal proportion of gamma-delta T-lymphocytes	None
Abnormal proportion of gamma-delta T cells	None
Abnormal proportion of gamma-delta T lymphocytes	None
Abnormal proportion of gammadelta T cells	None
Chronic decreased IgG2 in blood	None
Chronic decreased circulating IgG2	None
Abnormal proportion of CD4+ effector memory cells	None
Abnormal proportion of CD4-positive effector memory cells	None
Abnormal proportion of effector memory CD4-positive, alpha-beta T cells	None
Defective platelet aggregation	None
Impaired platelet aggregation	None
Deficient platelet aggregation	None
Platelet aggregation defect	None
Abnormal factor VIII activity	None
Absence of CD4+CD25+ Tregs	None
Absence of CD4+CD25+ T regulatory cells	None
Absence of CD4-positive, CD25-positive regulatory T cells	None
Elevated immunoglobulin E	None
High immunoglobulin E	None
Increased circulating IgE level	None
Elevated serum IgE	None
Increased circulating IgE concentration	None
Abnormal macrophage count	None
Methemoglobinemia	None
Defects of leukocyte migration	None
Leukocyte migration defect	None
Abnormal leukocyte migration	None
Sickled erythrocytes	None
Clonal T cell receptor rearrangement	None
Reduced erythrocyte adenylate kinase activity	None
Increased anti-house dust IgE antibody level	None
Increased anti-house dust mite IgE antibody level	None
Increased level of anti-house dust IgE antibody	None
Chronic decreased circulating IgG3	None
Chronic decreased IgG3 in blood	None
Fetal intraventricular hemorrhage	None
Increased anti-bacteria IgE antibody level	None
Increased level of anti-bacteria IgE antibody	None
Abnormal white blood cell count	None
Abnormal leukocyte count	None
Abnormal myeloid cell morphology	None
Increased anti-nut food product IgE antibody level	None
Elevated natural killer cell count	None
Bleeding post-delivery	None
Post-partum hemorrhage	None
Abnormal partial thromboplastin time	None
Delayed thromboplastin generation	None
Partial thromboplastin time prolonged	None
Prolonged partial thromboplastin time	None
Prolonged PTT	None
Prolonged activated partial thromboplastin time	None
Reduced proportion of mucosal-associated invariant T cells	None
Increased mean corpuscular haemoglobin concentration	None
Increased MCHC	None
Increased mean corpuscular hemoglobin concentration	None
Increased MCH	None
Increased mean corpuscular Hb concentration	None
Increased mean corpuscular haemoglobin	None
Increased CD4:CD8 ratio	None
Haemolytic anemia	None
Hemolytic anemia	None
Increased hemolysis	None
Hemolytic anaemia	None
Haemolytic anaemia	None
Abnormality of T cell physiology	None
Monoclonal elevation of circulating IgA	None
Erythroid hypoplasia in the bone marrow	None
Erythroid hypoplasia	None
Erythroblastopenia	None
Abnormal proportion of naive B cells	None
Abnormal proportion of immature gamma-delta T-lymphocytes	None
Abnormal proportion of immature gamma-delta T-cells	None
Abnormal proportion of immature gamma-delta T lymphocytes	None
Abnormal proportion of immature gamma-delta T cells	None
Reduced proportion of CD4-positive cells	None
Decreased proportion of CD4-positive T cells	None
Decreased proportion of CD4+ cells	None
Decreased proportion of CD4-positive, alpha-beta T cells	None
Foveal hemorrhage	None
Foveal haemorrhage	None
Abnormal haemoglobin concentration	None
Abnormal Hb concentration	None
Abnormal hemoglobin concentration	None
Impaired leukocyte adhesion	None
Abnormal dense tubular system	None
Increased Burr cell count	None
Abnormally heavy bleeding during menstruation	None
Menorrhagia	None
Abnormally heavy periods	None
Hypermenorrhea	None
Heavy-chain paraproteinemia	None
Large platelets	None
Increased mean platelet volume	None
Abnormal natural killer cell morphology	None
Abnormal NK cells	None
Abnormality of natural killer cells	None
Impaired von Willebrand factor collagen binding activity	None
Abnormal CD69 upregulation upon TCR activation	None
Increased circulating precipitin level	None
Increased level of antigen-precipitating IgG antibodies	None
Subretinal hemorrhage	None
Subretinal heme	None
Subretinal haemorrhage	None
Abnormal proportion of central memory CD8-positive, alpha-beta T cells	None
Monocytopenia	None
Low blood monocyte number	None
Grade IV preterm intraventricular haemorrhage	None
Grade IV preterm intraventricular hemorrhage	None
Abnormality of fibrinolysis	None
Abnormality of the fibrinolytic system	None
Pyrimidine-responsive megaloblastic anaemia	None
Anemia corrected by uridylic acid and cytidylic acid	None
Anaemia corrected by uridylic acid and cytidylic acid	None
Pyrimidine-responsive megaloblastic anemia	None
Decreased haemoglobin concentration	None
Decreased Hb concentration	None
Decreased hemoglobin concentration	None
Oral cavity hemorrhage	None
Oral cavity bleeding	None
Bleeding from mouth	None
Oral cavity haemorrhage	None
Intrapulmonary hemorrhage	None
Pulmonary haemorrhage	None
Pulmonary hemorrhage	None
Intrapulmonary haemorrhage	None
Increased level of anti-seafood IgE antibody	None
Increased anti-seafood IgE antibody level	None
Decreased level of heparin co-factor II	None
Heparin co-factor II deficiency	None
Bloody nose	None
Epistaxis	None
Nasal hemorrhage	None
Nose bleed	None
Nose bleeding	None
Nosebleed	None
Nasal haemorrhage	None
Frequent nosebleeds	None
Prolonged bleeding following procedure	None
Decreased specific antibody response to vaccination	None
Total absence von Willebrand factor multimers	None
Increased hepatitis B virus antibody level	None
Abnormal IgE level in blood	None
Abnormal circulating IgE level	None
Abnormal circulating IgE concentration	None
hereditary pyropoikilocytosis	None
Pyropoikilocytosis	None
Abnormal Hb	None
Abnormal haemoglobin	None
Abnormal hemoglobin	None
Distorted red blood cells resembling keratocytes	None
Red blood cell keratocytosis	None
RBC keratocytosis	None
Absence of B cells	None
Absent B cells	None
Severe B lymphocytopenia	None
Abnormal proportion of immature B cells	None
Abnormal proportion of CD19+/CD21low B cells	None
Abnormal proportion of CD8-positive, alpha-beta T cells	None
Abnormal proportion of CD8+ T cells	None
Abnormal proportion of CD8-positive T cells	None
Increased number of immature red blood cells	None
Increased immature red blood cells	None
Reticulocytosis	None
Increased reticulocytes	None
Increased reticulocyte count	None
Decreased level of histidine-rich glycoprotein	None
Decreased proportion of memory T cells	None
Decreased proportion of CD4+CD29+ cells	None
Oligoclonal elevation of circulating IgG	None
Small platelet size	None
Decreased mean platelet volume	None
Small platelets	None
Small platelets size	None
Reduced bone-marrow megakaryocyte size	None
Fetal extra-axial hemorrhage	None
Decreased level of tPA	None
Decreased level of tissue plasminogen activator	None
Lymphoid leukaemia	None
Lymphoid leukemia	None
Schistocytes	None
Schistocytosis	None
Light-chain paraproteinemia	None
Abnormal presence of ultra-large von Willebrand factor multimers	None
Abnormal circulating plasminogen activator inhibitor 1 activity	None
Acute myeloid leukaemia	None
Acute myeloblastic leukaemia	None
Acute myeloid leukemia	None
Acute myeloblastic leukemia	None
Acute myelogenous leukaemia	None
Acute myelocytic leukaemia	None
Acute myelocytic leukemia	None
Acute myelogenous leukemia	None
AML	None
Aplastic anaemia	None
Aplastic anemia	None
Subdural haematoma	None
Subdural hematoma	None
Subdural haemorrhage	None
Subdural hemorrhage	None
Increased circulating IgG1 level	None
Prolonged bleeding after minor trauma	None
Excessive bleeding after minor trauma	None
Frequent bleeding with trauma	None
Persistent bleeding after trauma	None
Megakaryocytopenia	None
Megakaryocytes decreased im bone marrow	None
Abnormal B cell subset distribution	None
Decreased specific antibody response to protein vaccine	None
Decreased proportion of CD19+CD27+IgD- cells	None
Decreased proportion of class-switched memory B cells	None
Hematopoietic maturation arrest	None
Haematopoietic maturation arrest	None
Bone marrow maturation arrest	None
Abnormal proportion of exhausted T cells	None
Pulmonary thromboembolism	None
Antenatal intracerebral haemorrhage	None
Antenatal intracerebral hemorrhage	None
Impaired annexin V binding to platelet phosphatidylserine	None
Fetal intracranial hemorrhage	None
Absent microvilli on the surface of peripheral blood lymphocytes	None
Absent specific antibody response	None
Transient decrease in blood erythrocyte number	None
Transient erythroblastopenia	None
Abnormal proportion of circulating T-helper cells	None
Abnormal helper T cell proportion	None
Intermittent thrombocytopenia	None
Increased number of B cells	None
Increase in B cell number	None
Increase in B cell count	None
Increased B cell count	None
Double-nucleated erythroblast	None
Bone marrow: multinucleated erythroblasts	None
Binucleated erythroblast	None
Multinucleated erythroblast	None
Multinucleate erythroblast	None
Reduced erythrocyte galactose-1-phosphate uridylyltransferase activity	None
Impaired Ig class switch recombination	None
Impaired B-lymphocyte isotype switching	None
Normocytic hypoplastic anaemia	None
Normocytic hypoplastic anemia	None
Bone marrow monocytosis	None
Bone marrow monocytes increased	None
Blood clot in mesentertic vein	None
Mesenteric venous thrombosis	None
Granulocytosis	None
Decreased specific antibody response to protein-conjugated polysaccharide vaccine	None
Macrothrombozytopenia	None
Macrothrombocytopenia	None
Myeloid maturation arrest	None
Myeloid maturation arrest in bone marrow	None
Abnormal platelet aggregation	None
Impaired ristocetin cofactor assay activity	None
Vocal cord paresis	None
Hoarse voice due to vocal cord paresis	None
Weakness of the vocal cords	None
Vocal cord paresis in severe cases	None
Laryngeal paralysis	None
Vocal cord paralysis	None
Inability to move vocal cords	None
Abnormality of the voice	None
Voice abnormality	None
Hoarseness	None
Hoarse voice	None
Husky voice	None
Nasal speech	None
Hypernasal voice	None
Nasal voice	None
Hypernasal speech	None
Weak cry	None
Hoarse cry	None
Inability to produce voice sounds	None
Dysphonia	None
Voice change	None
Quiet voice	None
Soft voice	None
Weak voice	None
Hypophonia	None
Aphonia	None
Loss of voice	None
Imperfect vocal cord adduction	None
Pseudobulbar paralysis	None
Pseudobulbar syndrome	None
Pseudobulbar palsy	None
Unilateral paralysis of the vocal cord	None
Unilateral vocal cord paralysis	None
Speech articulation difficulties	None
Laryngeal dystonia	None
Spasmodic dysphonia	None
Bilateral vocal cord paralysis	None
Unilateral vocal cord paresis	None
Bilateral vocal cord paresis	None
Abnormal cry	None
High-pitched cry	None
Staccato cry	None
Vocal cord dysfunction	None
Hyponasal speech	None
cat-like cry	None
cri de chat-associated cry	None
Cat cry	None
Pronunciation difficulties	None
Vowel expressive impediment	None
Consonant expressive impediment	None
Wet voice	None
Bronchial breath sound	None
Air trapping	None
Single-lobed right lung	None
Pulmonary artery aneurysm	None
Epiglottic enlargement	None
Epiglottis thumb sign	None
Swollen epiglottis	None
Abnormal pulmonary fissure architecture	None
Pulmonary interstitial lymphocyte infiltration	None
Pulmonary situs ambiguus with bilateral morphologic left lungs	None
Laryngeal mass	None
Status asthmaticus	None
Acute severe asthma	None
Dynein arm defect of respiratory motile cilia	None
Signet ring sign	None
Progressive massive fibrosis	None
Bronchiolitis obliterans	None
Constrictive bronchiolitis	None
Obliterative bronchiolitis	None
Follicular bronchiolitis	None
Pulmonary arterial hypertension with lack of acute response to NO challenge	None
Reduced FVC	None
Decreased forced vital capacity	None
Reduced forced vital capacity	None
Early inspiratory crackles	None
Nodular-random pattern on pulmonary HRCT	None
Anomalous pulmonary venous return	None
Pulmonary lymphangiomyomatosis	None
Lymphangioleiomyomatosis	None
Pulmonary myomatosis	None
Calcified pulmonary nodule	None
Pharyngeal myxoma	None
Interlobular septal thickening	None
Septal lines (pulmonary CT finding)	None
Interlobular septal thickening on pulmonary HRCT	None
Septal thickening (pulmonary CT finding)	None
Interlobular lines (pulmonary CT finding)	None
Peripheral lines (pulmonary CT finding)	None
Short lines (pumonary CT finding)	None
Bilobed right lung	None
Desquamative interstitial pneumonitis	None
Intra-alveolar accumulation of macrophages	None
Filling of the alveoli with alveolar macrophages	None
Filling of the alveoli with desquamated epithelial cells	None
Intrapulmonary sequestration	None
Intralobar sequestration	None
Intrapulmonary lobar sequestration	None
Bilateral pulmonary agenesis	None
Absent lungs	None
Bilateral lung agenesis	None
Floppy windpipe	None
Tracheomalacia	None
Abnormal functional residual capacity	None
Pulmonary cylindroma	None
Pure ground-glass pulmonary nodule	None
Episodic hypoventilation	None
Episodic slow breathing	None
Episodic under breathing	None
Absent central microtubular pair morphology of respiratory motile cilia	None
Bronchial telangiectasia	None
Endobronchial telangiectasia	None
Fat embolism	None
Pulmonary fat embolism	None
Recurrent viral pneumonia	None
Eosinophils predominate in nasal discharge	None
Nasal secretion eosinophilia	None
Sputum eosinophilia	None
Bilateral trilobed lung	None
Bilateral trilobed lungs	None
Laryngeal carcinoma	None
Laryngeal cancer	None
Cancer of the larynx	None
Recurrent upper and lower respiratory tract infections	None
Hypocapnia	None
Hypocarbia	None
Reduced carbon dioxide in the blood	None
Chronic bronchitis	None
Laryngeal anomalies	None
Abnormality of the larynx	None
Laryngeal abnormalities	None
Failure of development of ethmoid sinuses	None
Absent ethmoidal sinuses	None
Agenesis of ethmoid sinuses	None
Missing ethmoid sinuses	None
Tracheal bleeding	None
Tracheal hemorrhage	None
Central apnea	None
Central apnoea	None
Bronchocentric granulomatosis	None
Labored breathing	None
Respiratory difficulties	None
Breathing difficulties	None
Laboured breathing	None
Respiratory distress	None
Alveolar capillary dysplasia	None
Scleroderma of lung	None
Bilateral basilar pulmonary fibrosis	None
Scleroderma lung disease	None
Lung disease with systemic sclerosis	None
Abnormal epiglottis morphology	None
Abnormality of the epiglottis	None
Subglottic stenosis	None
Bronchogenic cyst	None
Abnormal nasal mucus secretion	None
Respiratory abnormality	None
Abnormality of the respiratory system	None
Middle mediastinal mass	None
Recurrent respiratory infections	None
Susceptibility to respiratory infections	None
Multiple respiratory infections	None
Frequent respiratory infections	None
respiratory infections, recurrent	None
Bronchial asthma	None
Asthma	None
Reactive airway disease	None
Abnormally small frontal sinus	None
Aplasia/Hypoplasia of the frontal sinuses	None
Absent/shortened dynein arms	None
Superior mediastinal mass	None
Diffuse pulmonary lymphoid hyperplasia	None
Hyperinflation on pulmonary function test	None
Elevated RV/TLC ratio	None
Overinflation on pulmonary function test	None
Mucus plug	None
Recurrent streptococcus pneumoniae infections	None
Late inspiratory crackles	None
Type 3 congenital pulmonary airway malformation	None
Abnormal pulmonary alveolar system development	None
Underdeveloped lung artery	None
Pulmonary artery hypoplasia	None
Underdeveloped pulmonary artery	None
Pulmonary arterial atherosclerosis	None
Small cell lung carcinoma	None
